compound_id,primary_drug,all_drug_names,smiles,smiles_source,mapping_status,mol_molecular_weight,mol_logp,mol_num_hbd,mol_num_hba,mol_num_rotatable_bonds,mol_tpsa,mol_num_aromatic_rings,mol_num_heavy_atoms,mol_formal_charge,mol_num_rings,mol_num_heteroatoms,mol_fraction_csp3,max_clinical_phase,clinical_status,primary_condition,data_source,compound_type,study_type,primary_phase,overall_status,lead_sponsor,sponsor_class,collected_date,efficacy_score,safety_score,success_probability
CHEMBL_CHEMBL631,PROPAFENONE,['PROPAFENONE'],CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1,CHEMBL631,success,341.45,3.24,2.0,4.0,11.0,58.56,2.0,25.0,0,,,,4.0,Phase_4.0,,chembl_approved_drugs,Small molecule,PHASE_4.0,PHASE4.0,PHASE4.0,ChEMBL_Database,DATABASE,2025-09-01T15:36:34.675302,,,
CHEMBL_CHEMBL548,DINOPROSTONE,['DINOPROSTONE'],CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1C/C=C\CCCC(=O)O,CHEMBL548,success,352.47,3.25,3.0,4.0,12.0,94.83,0.0,25.0,0,,,4.30,4.0,Phase_4.0,,chembl_approved_drugs,Small molecule,PHASE_4.0,PHASE4.0,PHASE4.0,ChEMBL_Database,DATABASE,2025-09-01T15:36:34.674832,,,
CHEMBL_CHEMBL1563,DAUNORUBICIN HYDROCHLORIDE,['DAUNORUBICIN HYDROCHLORIDE'],COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(C)=O)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1.Cl,CHEMBL1563,success,563.99,1.03,5.0,11.0,4.0,185.84,2.0,38.0,0,,,8.00,4.0,Phase_4.0,,chembl_approved_drugs,Small molecule,PHASE_4.0,PHASE4.0,PHASE4.0,ChEMBL_Database,DATABASE,2025-09-01T15:36:39.413913,,,
CHEMBL_CHEMBL2109882,TRISILICATE,['TRISILICATE'],O=[Si](O)O[Si](O)(O)O[Si](=O)O,CHEMBL2109882,success,216.28,,,,,,,,0,,,,4.0,Phase_4.0,,chembl_approved_drugs,Small molecule,PHASE_4.0,PHASE4.0,PHASE4.0,ChEMBL_Database,DATABASE,2025-09-01T15:36:47.281596,,,
CHEMBL_CHEMBL3989558,METHYSERGIDE MALEATE,['METHYSERGIDE MALEATE'],CCC(CO)NC(=O)[C@@H]1C=C2c3cccc4c3c(cn4C)C[C@H]2N(C)C1.O=C(O)/C=C\C(=O)O,CHEMBL3989558,success,469.54,1.94,2.0,4.0,4.0,57.50,2.0,26.0,0,,,,4.0,Phase_4.0,,chembl_approved_drugs,Small molecule,PHASE_4.0,PHASE4.0,PHASE4.0,ChEMBL_Database,DATABASE,2025-09-01T15:36:47.282763,,,
CHEMBL_CHEMBL1201352,RAPACURONIUM,['RAPACURONIUM'],C=CC[N+]1([C@H]2C[C@H]3[C@@H]4CC[C@H]5C[C@H](OC(C)=O)[C@@H](N6CCCCC6)C[C@]5(C)[C@H]4CC[C@]3(C)[C@H]2OC(=O)CC)CCCCC1,CHEMBL1201352,success,597.91,6.91,0.0,5.0,7.0,55.84,0.0,43.0,0,,,,4.0,Phase_4.0,,chembl_approved_drugs,Small molecule,PHASE_4.0,PHASE4.0,PHASE4.0,ChEMBL_Database,DATABASE,2025-09-01T15:36:44.349911,,,
CHEMBL_CHEMBL1201119,LIOTHYRONINE SODIUM,['LIOTHYRONINE SODIUM'],N[C@@H](Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)[O-].[Na+],CHEMBL1201119,success,672.96,3.95,3.0,4.0,5.0,92.78,2.0,23.0,0,,,0.30,4.0,Phase_4.0,,chembl_approved_drugs,Small molecule,PHASE_4.0,PHASE4.0,PHASE4.0,ChEMBL_Database,DATABASE,2025-09-01T15:36:44.349422,,,
CHEMBL_CHEMBL2219640,STRONTIUM CHLORIDE,['STRONTIUM CHLORIDE'],[Cl-].[Cl-].[Sr+2],CHEMBL2219640,success,158.53,,,,,,,,0,,,,4.0,Phase_4.0,,chembl_approved_drugs,Small molecule,PHASE_4.0,PHASE4.0,PHASE4.0,ChEMBL_Database,DATABASE,2025-09-01T15:36:47.281836,,,
CHEMBL_CHEMBL51,KETANSERIN,['KETANSERIN'],O=C(c1ccc(F)cc1)C1CCN(CCn2c(=O)[nH]c3ccccc3c2=O)CC1,CHEMBL51,success,395.43,2.42,1.0,5.0,5.0,75.17,3.0,29.0,0,,,11.82,4.0,Phase_4.0,,chembl_approved_drugs,Small molecule,PHASE_4.0,PHASE4.0,PHASE4.0,ChEMBL_Database,DATABASE,2025-09-01T15:36:34.674370,,,
CHEMBL_CHEMBL1525826,SULFALENE,['SULFALENE'],COc1nccnc1NS(=O)(=O)c1ccc(N)cc1,CHEMBL1525826,success,280.31,0.87,2.0,6.0,4.0,107.20,2.0,19.0,0,,,5.91,4.0,Phase_4.0,,chembl_approved_drugs,Small molecule,PHASE_4.0,PHASE4.0,PHASE4.0,ChEMBL_Database,DATABASE,2025-09-01T15:36:44.350597,,,
CHEMBL_CHEMBL506,PRIMAQUINE,['PRIMAQUINE'],COc1cc(NC(C)CCCN)c2ncccc2c1,CHEMBL506,success,259.35,2.78,2.0,4.0,6.0,60.17,2.0,19.0,0,,,,4.0,Phase_4.0,,chembl_approved_drugs,Small molecule,PHASE_4.0,PHASE4.0,PHASE4.0,ChEMBL_Database,DATABASE,2025-09-01T15:36:34.674676,,,
CHEMBL_CHEMBL463,AMINOHIPPURIC ACID,['AMINOHIPPURIC ACID'],Nc1ccc(C(=O)NCC(=O)O)cc1,CHEMBL463,success,194.19,0.08,3.0,3.0,3.0,92.42,1.0,14.0,0,,,2.70,4.0,Phase_4.0,,chembl_approved_drugs,Small molecule,PHASE_4.0,PHASE4.0,PHASE4.0,ChEMBL_Database,DATABASE,2025-09-01T15:36:34.674393,,,
CHEMBL_CHEMBL1354199,METHSCOPOLAMINE BROMIDE,['METHSCOPOLAMINE BROMIDE'],C[N+]1(C)[C@@H]2C[C@@H](OC(=O)[C@H](CO)c3ccccc3)C[C@H]1[C@@H]1O[C@@H]12.[Br-],CHEMBL1354199,success,398.30,1.06,1.0,4.0,4.0,59.06,1.0,23.0,0,,,,4.0,Phase_4.0,,chembl_approved_drugs,Small molecule,PHASE_4.0,PHASE4.0,PHASE4.0,ChEMBL_Database,DATABASE,2025-09-01T15:36:44.350405,,,
CHEMBL_CHEMBL5314588,PERFLUOROHEXYLOCTANE,['PERFLUOROHEXYLOCTANE'],CCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CHEMBL5314588,success,432.26,7.48,0.0,0.0,11.0,0.00,0.0,27.0,0,,,,4.0,Phase_4.0,,chembl_approved_drugs,Small molecule,PHASE_4.0,PHASE4.0,PHASE4.0,ChEMBL_Database,DATABASE,2025-09-01T15:36:47.283460,,,
CHEMBL_CHEMBL1650559,PLAZOMICIN,['PLAZOMICIN'],CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3OC(CNCCO)=CC[C@H]3N)[C@@H](N)C[C@H]2NC(=O)[C@@H](O)CCN)OC[C@]1(C)O,CHEMBL1650559,success,592.69,-5.36,11.0,15.0,13.0,269.29,0.0,41.0,0,,,12.39,4.0,Phase_4.0,,chembl_approved_drugs,Small molecule,PHASE_4.0,PHASE4.0,PHASE4.0,ChEMBL_Database,DATABASE,2025-09-01T15:36:44.350794,,,
CHEMBL_CHEMBL1255654,TETRACAINE HYDROCHLORIDE,['TETRACAINE HYDROCHLORIDE'],CCCCNc1ccc(C(=O)OCCN(C)C)cc1.Cl,CHEMBL1255654,success,300.83,2.62,1.0,4.0,8.0,41.57,1.0,19.0,0,,,,4.0,Phase_4.0,,chembl_approved_drugs,Small molecule,PHASE_4.0,PHASE4.0,PHASE4.0,ChEMBL_Database,DATABASE,2025-09-01T15:36:44.350258,,,
CHEMBL_CHEMBL1524273,PHTHALYLSULFATHIAZOLE,['PHTHALYLSULFATHIAZOLE'],O=C(O)c1ccccc1C(=O)Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,CHEMBL1524273,success,403.44,2.89,3.0,6.0,6.0,125.46,3.0,27.0,0,,,2.91,4.0,Phase_4.0,,chembl_approved_drugs,Small molecule,PHASE_4.0,PHASE4.0,PHASE4.0,ChEMBL_Database,DATABASE,2025-09-01T15:36:44.350594,,,
CHEMBL_CHEMBL1229937,DIHYDROXYACETONE,['DIHYDROXYACETONE'],O=C(CO)CO,CHEMBL1229937,success,90.08,-1.46,2.0,3.0,2.0,57.53,0.0,6.0,0,,,13.50,4.0,Phase_4.0,,chembl_approved_drugs,Small molecule,PHASE_4.0,PHASE4.0,PHASE4.0,ChEMBL_Database,DATABASE,2025-09-01T15:36:44.350145,,,
CHEMBL_CHEMBL1319362,HOMATROPINE HYDROBROMIDE,['HOMATROPINE HYDROBROMIDE'],Br.CN1[C@@H]2CC[C@H]1C[C@@H](OC(=O)C(O)c1ccccc1)C2,CHEMBL1319362,success,356.26,1.89,1.0,4.0,3.0,49.77,1.0,20.0,0,,,11.99,4.0,Phase_4.0,,chembl_approved_drugs,Small molecule,PHASE_4.0,PHASE4.0,PHASE4.0,ChEMBL_Database,DATABASE,2025-09-01T15:36:44.350364,,,
CHEMBL_CHEMBL1808388,BEXAGLIFLOZIN,['BEXAGLIFLOZIN'],OC[C@H]1O[C@@H](c2ccc(Cl)c(Cc3ccc(OCCOC4CC4)cc3)c2)[C@H](O)[C@@H](O)[C@@H]1O,CHEMBL1808388,success,464.94,2.00,4.0,7.0,9.0,108.61,2.0,32.0,0,,,12.57,4.0,Phase_4.0,,chembl_approved_drugs,Small molecule,PHASE_4.0,PHASE4.0,PHASE4.0,ChEMBL_Database,DATABASE,2025-09-01T15:36:44.350987,,,
CHEMBL_CHEMBL2079793,PENCICLOVIR SODIUM,['PENCICLOVIR SODIUM'],Nc1nc([O-])c2ncn(CCC(CO)CO)c2n1.[Na+],CHEMBL2079793,success,275.24,-0.90,4.0,8.0,5.0,130.31,2.0,18.0,0,,,11.59,4.0,Phase_4.0,,chembl_approved_drugs,Small molecule,PHASE_4.0,PHASE4.0,PHASE4.0,ChEMBL_Database,DATABASE,2025-09-01T15:36:44.351269,,,
CHEMBL_CHEMBL2338675,FOSDENOPTERIN,['FOSDENOPTERIN'],Nc1nc(=O)c2c([nH]1)N[C@@H]1O[C@@H]3COP(=O)(O)O[C@@H]3C(O)(O)[C@@H]1N2,CHEMBL2338675,success,363.22,-2.52,7.0,11.0,0.0,201.28,1.0,24.0,0,,,1.80,4.0,Phase_4.0,,chembl_approved_drugs,Small molecule,PHASE_4.0,PHASE4.0,PHASE4.0,ChEMBL_Database,DATABASE,2025-09-01T15:36:47.281884,,,
CHEMBL_CHEMBL1353,SODIUM BICARBONATE,['SODIUM BICARBONATE'],O=C([O-])O.[Na+],CHEMBL1353,success,84.01,,,,,,,,0,,,,4.0,Phase_4.0,,chembl_approved_drugs,Small molecule,PHASE_4.0,PHASE4.0,PHASE4.0,ChEMBL_Database,DATABASE,2025-09-01T15:36:39.412891,,,
CHEMBL_CHEMBL1201041,AZLOCILLIN SODIUM,['AZLOCILLIN SODIUM'],CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](NC(=O)N3CCNC3=O)c3ccccc3)C(=O)N2[C@H]1C(=O)[O-].[Na+],CHEMBL1201041,success,483.48,0.09,4.0,6.0,5.0,148.15,1.0,32.0,0,,,3.49,4.0,Phase_4.0,,chembl_approved_drugs,Small molecule,PHASE_4.0,PHASE4.0,PHASE4.0,ChEMBL_Database,DATABASE,2025-09-01T15:36:44.349223,,,
CHEMBL_CHEMBL1706,NAPHAZOLINE HYDROCHLORIDE,['NAPHAZOLINE HYDROCHLORIDE'],Cl.c1ccc2c(CC3=NCCN3)cccc2c1,CHEMBL1706,success,246.74,2.38,1.0,2.0,2.0,24.39,2.0,16.0,0,,,,4.0,Phase_4.0,,chembl_approved_drugs,Small molecule,PHASE_4.0,PHASE4.0,PHASE4.0,ChEMBL_Database,DATABASE,2025-09-01T15:36:39.414577,,,
CHEMBL_CHEMBL2219416,NALOXEGOL OXALATE,['NALOXEGOL OXALATE'],C=CCN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](OCCOCCOCCOCCOCCOCCOCCOC)CC[C@@]3(O)[C@H]1C5.O=C(O)C(=O)O,CHEMBL2219416,success,741.83,1.86,2.0,12.0,24.0,126.77,1.0,46.0,0,,,10.13,4.0,Phase_4.0,,chembl_approved_drugs,Small molecule,PHASE_4.0,PHASE4.0,PHASE4.0,ChEMBL_Database,DATABASE,2025-09-01T15:36:47.281826,,,
CHEMBL_CHEMBL778,DEXMEDETOMIDINE,['DEXMEDETOMIDINE'],Cc1cccc([C@H](C)c2c[nH]cn2)c1C,CHEMBL778,success,200.28,3.18,1.0,1.0,2.0,28.68,2.0,15.0,0,,,,4.0,Phase_4.0,,chembl_approved_drugs,Small molecule,PHASE_4.0,PHASE4.0,PHASE4.0,ChEMBL_Database,DATABASE,2025-09-01T15:36:34.675831,,,
CHEMBL_CHEMBL4297588,ODEVIXIBAT,['ODEVIXIBAT'],CCCCC1(CCCC)CN(c2ccccc2)c2cc(SC)c(OCC(=O)N[C@@H](C(=O)N[C@@H](CC)C(=O)O)c3ccc(O)cc3)cc2S(=O)(=O)N1,CHEMBL4297588,success,740.94,5.88,5.0,9.0,17.0,174.37,3.0,51.0,0,,,3.40,4.0,Phase_4.0,,chembl_approved_drugs,Small molecule,PHASE_4.0,PHASE4.0,PHASE4.0,ChEMBL_Database,DATABASE,2025-09-01T15:36:47.283178,,,
CHEMBL_CHEMBL2106318,IOTHALAMATE SODIUM I 125,['IOTHALAMATE SODIUM I 125'],CNC(=O)c1c(I)c(NC(C)=O)c([125I])c(C(=O)[O-])c1[125I].[Na+],CHEMBL2106318,success,631.90,2.52,3.0,3.0,3.0,95.50,1.0,20.0,0,,,2.13,4.0,Phase_4.0,,chembl_approved_drugs,Small molecule,PHASE_4.0,PHASE4.0,PHASE4.0,ChEMBL_Database,DATABASE,2025-09-01T15:36:44.351738,,,
CHEMBL_CHEMBL1200444,PIRBUTEROL ACETATE,['PIRBUTEROL ACETATE'],CC(=O)O.CC(C)(C)NCC(O)c1ccc(O)c(CO)n1,CHEMBL1200444,success,300.36,0.70,4.0,5.0,4.0,85.61,1.0,17.0,0,,,8.79,4.0,Phase_4.0,,chembl_approved_drugs,Small molecule,PHASE_4.0,PHASE4.0,PHASE4.0,ChEMBL_Database,DATABASE,2025-09-01T15:36:39.415474,,,
CHEMBL_CHEMBL2105980,CHLORPHENOXAMINE HYDROCHLORIDE,['CHLORPHENOXAMINE HYDROCHLORIDE'],CN(C)CCOC(C)(c1ccccc1)c1ccc(Cl)cc1.Cl,CHEMBL2105980,success,340.29,4.18,0.0,2.0,6.0,12.47,2.0,21.0,0,,,,4.0,Phase_4.0,,chembl_approved_drugs,Small molecule,PHASE_4.0,PHASE4.0,PHASE4.0,ChEMBL_Database,DATABASE,2025-09-01T15:36:44.351692,,,
CHEMBL_CHEMBL2146102,EPHEDRINE HYDROCHLORIDE,['EPHEDRINE HYDROCHLORIDE'],CN[C@@H](C)[C@H](O)c1ccccc1.Cl,CHEMBL2146102,success,201.70,1.33,2.0,2.0,3.0,32.26,1.0,12.0,0,,,13.89,4.0,Phase_4.0,,chembl_approved_drugs,Small molecule,PHASE_4.0,PHASE4.0,PHASE4.0,ChEMBL_Database,DATABASE,2025-09-01T15:36:47.281750,,,
CHEMBL_CHEMBL1256818,DEXTROMETHORPHAN HYDROBROMIDE,['DEXTROMETHORPHAN HYDROBROMIDE'],Br.COc1ccc2c(c1)[C@]13CCCC[C@@H]1[C@H](C2)N(C)CC3.O,CHEMBL1256818,success,370.33,3.38,0.0,2.0,1.0,12.47,1.0,20.0,0,,,,4.0,Phase_4.0,,chembl_approved_drugs,Small molecule,PHASE_4.0,PHASE4.0,PHASE4.0,ChEMBL_Database,DATABASE,2025-09-01T15:36:44.350290,,,
CHEMBL_CHEMBL1237044,TRAMADOL,['TRAMADOL'],COc1cccc(C2(O)CCCCC2CN(C)C)c1,CHEMBL1237044,success,263.38,2.63,1.0,3.0,4.0,32.70,1.0,19.0,0,,,13.80,4.0,Phase_4.0,,chembl_approved_drugs,Small molecule,PHASE_4.0,PHASE4.0,PHASE4.0,ChEMBL_Database,DATABASE,2025-09-01T15:36:44.350185,,,
CHEMBL_CHEMBL696,ETHOSUXIMIDE,['ETHOSUXIMIDE'],CCC1(C)CC(=O)NC1=O,CHEMBL696,success,141.17,0.45,1.0,2.0,1.0,46.17,0.0,10.0,0,,,10.73,4.0,Phase_4.0,,chembl_approved_drugs,Small molecule,PHASE_4.0,PHASE4.0,PHASE4.0,ChEMBL_Database,DATABASE,2025-09-01T15:36:34.675552,,,
CHEMBL_CHEMBL307145,PYROGALLOL,['PYROGALLOL'],Oc1cccc(O)c1O,CHEMBL307145,success,126.11,0.80,3.0,3.0,0.0,60.69,1.0,9.0,0,,,8.94,4.0,Phase_4.0,,chembl_approved_drugs,Small molecule,PHASE_4.0,PHASE4.0,PHASE4.0,ChEMBL_Database,DATABASE,2025-09-01T15:36:34.676869,,,
CHEMBL_CHEMBL1201304,INDOCYANINE GREEN ACID FORM,['INDOCYANINE GREEN ACID FORM'],CC1(C)C(/C=C/C=C/C=C/C=C2\N(CCCCS(=O)(=O)O)c3ccc4ccccc4c3C2(C)C)=[N+](CCCCS(=O)(=O)[O-])c2ccc3ccccc3c21,CHEMBL1201304,success,753.00,8.71,1.0,6.0,14.0,117.82,4.0,53.0,0,,,-0.94,4.0,Phase_4.0,,chembl_approved_drugs,Small molecule,PHASE_4.0,PHASE4.0,PHASE4.0,ChEMBL_Database,DATABASE,2025-09-01T15:36:44.349826,,,
CHEMBL_CHEMBL45,MELATONIN,['MELATONIN'],COc1ccc2[nH]cc(CCNC(C)=O)c2c1,CHEMBL45,success,232.28,1.86,2.0,2.0,4.0,54.12,2.0,17.0,0,,,,4.0,Phase_4.0,,chembl_approved_drugs,Small molecule,PHASE_4.0,PHASE4.0,PHASE4.0,ChEMBL_Database,DATABASE,2025-09-01T15:36:34.674356,,,
CHEMBL_CHEMBL1558,PRAZOSIN HYDROCHLORIDE,['PRAZOSIN HYDROCHLORIDE'],COc1cc2nc(N3CCN(C(=O)c4ccco4)CC3)nc(N)c2cc1OC.Cl,CHEMBL1558,success,419.87,1.78,1.0,8.0,4.0,106.95,3.0,28.0,0,,,,4.0,Phase_4.0,,chembl_approved_drugs,Small molecule,PHASE_4.0,PHASE4.0,PHASE4.0,ChEMBL_Database,DATABASE,2025-09-01T15:36:39.413883,,,
CHEMBL_CHEMBL2104771,REPROTEROL HYDROCHLORIDE,['REPROTEROL HYDROCHLORIDE'],Cl.Cn1c(=O)c2c(ncn2CCCNCC(O)c2cc(O)cc(O)c2)n(C)c1=O,CHEMBL2104771,success,425.87,-0.44,4.0,10.0,7.0,134.54,3.0,28.0,0,,,8.84,4.0,Phase_4.0,,chembl_approved_drugs,Small molecule,PHASE_4.0,PHASE4.0,PHASE4.0,ChEMBL_Database,DATABASE,2025-09-01T15:36:44.351460,,,
CHEMBL_CHEMBL3833382,PRAJMALIUM,['PRAJMALIUM'],CCC[N+]12[C@H](O)[C@@H](CC)[C@@H]3C[C@H]1[C@@H]1N(C)c4ccccc4[C@]14C[C@H]2[C@@H]3[C@H]4O,CHEMBL3833382,success,369.53,2.48,2.0,3.0,3.0,43.70,1.0,27.0,0,,,12.01,4.0,Phase_4.0,,chembl_approved_drugs,Small molecule,PHASE_4.0,PHASE4.0,PHASE4.0,ChEMBL_Database,DATABASE,2025-09-01T15:36:47.282633,,,
CHEMBL_CHEMBL1201329,TRIMETHAPHAN,['TRIMETHAPHAN'],O=C1N(Cc2ccccc2)C2C[S+]3CCCC3C2N1Cc1ccccc1,CHEMBL1201329,success,365.52,3.66,0.0,1.0,4.0,23.55,2.0,26.0,0,,,,4.0,Phase_4.0,,chembl_approved_drugs,Small molecule,PHASE_4.0,PHASE4.0,PHASE4.0,ChEMBL_Database,DATABASE,2025-09-01T15:36:44.349869,,,
CHEMBL_CHEMBL1200946,NANDROLONE DECANOATE,['NANDROLONE DECANOATE'],CCCCCCCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@]12C,CHEMBL1200946,success,428.66,7.18,0.0,3.0,9.0,43.37,0.0,31.0,0,,,,4.0,Phase_4.0,,chembl_approved_drugs,Small molecule,PHASE_4.0,PHASE4.0,PHASE4.0,ChEMBL_Database,DATABASE,2025-09-01T15:36:44.348977,,,
CHEMBL_CHEMBL3137326,DEUTETRABENAZINE,['DEUTETRABENAZINE'],[2H]C([2H])([2H])Oc1cc2c(cc1OC([2H])([2H])[2H])C1CC(=O)C(CC(C)C)CN1CC2,CHEMBL3137326,success,323.47,3.24,0.0,4.0,4.0,38.77,1.0,23.0,0,,,,4.0,Phase_4.0,,chembl_approved_drugs,Small molecule,PHASE_4.0,PHASE4.0,PHASE4.0,ChEMBL_Database,DATABASE,2025-09-01T15:36:47.282116,,,
CHEMBL_CHEMBL495,ALPROSTADIL,['ALPROSTADIL'],CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)O,CHEMBL495,success,354.49,3.48,3.0,4.0,13.0,94.83,0.0,25.0,0,,,4.35,4.0,Phase_4.0,,chembl_approved_drugs,Small molecule,PHASE_4.0,PHASE4.0,PHASE4.0,ChEMBL_Database,DATABASE,2025-09-01T15:36:34.674577,,,
CHEMBL_CHEMBL18,ETHOXZOLAMIDE,['ETHOXZOLAMIDE'],CCOc1ccc2nc(S(N)(=O)=O)sc2c1,CHEMBL18,success,258.32,1.34,1.0,5.0,3.0,82.28,2.0,16.0,0,,,7.51,4.0,Phase_4.0,,chembl_approved_drugs,Small molecule,PHASE_4.0,PHASE4.0,PHASE4.0,ChEMBL_Database,DATABASE,2025-09-01T15:36:34.674105,,,
CHEMBL_CHEMBL1237055,HYDROMORPHONE HYDROCHLORIDE,['HYDROMORPHONE HYDROCHLORIDE'],CN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@H]3[C@H]1C5.Cl,CHEMBL1237055,success,321.80,1.63,1.0,4.0,0.0,49.77,1.0,21.0,0,,,10.11,4.0,Phase_4.0,,chembl_approved_drugs,Small molecule,PHASE_4.0,PHASE4.0,PHASE4.0,ChEMBL_Database,DATABASE,2025-09-01T15:36:44.350192,,,
CHEMBL_CHEMBL3707248,VALBENAZINE TOSYLATE,['VALBENAZINE TOSYLATE'],COc1cc2c(cc1OC)[C@H]1C[C@@H](OC(=O)[C@@H](N)C(C)C)[C@H](CC(C)C)CN1CC2.Cc1ccc(S(=O)(=O)O)cc1.Cc1ccc(S(=O)(=O)O)cc1,CHEMBL3707248,success,762.99,3.56,1.0,6.0,7.0,74.02,1.0,30.0,0,,,,4.0,Phase_4.0,,chembl_approved_drugs,Small molecule,PHASE_4.0,PHASE4.0,PHASE4.0,ChEMBL_Database,DATABASE,2025-09-01T15:36:47.282511,,,
CHEMBL_CHEMBL975,MESNA,['MESNA'],O=S(=O)([O-])CCS.[Na+],CHEMBL975,success,164.18,-0.20,2.0,3.0,2.0,54.37,0.0,7.0,0,,,-1.16,4.0,Phase_4.0,,chembl_approved_drugs,Small molecule,PHASE_4.0,PHASE4.0,PHASE4.0,ChEMBL_Database,DATABASE,2025-09-01T15:36:34.676628,,,
CHEMBL_CHEMBL444186,RAZOXANE,['RAZOXANE'],CC(CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1,CHEMBL444186,success,268.27,-2.71,2.0,6.0,3.0,98.82,0.0,19.0,0,,,11.20,4.0,Phase_4.0,,chembl_approved_drugs,Small molecule,PHASE_4.0,PHASE4.0,PHASE4.0,ChEMBL_Database,DATABASE,2025-09-01T15:36:39.414073,,,
CHEMBL_CHEMBL1200600,FLUOROMETHOLONE,['FLUOROMETHOLONE'],CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,CHEMBL1200600,success,376.47,2.92,2.0,4.0,1.0,74.60,0.0,27.0,0,,,12.65,4.0,Phase_4.0,,chembl_approved_drugs,Small molecule,PHASE_4.0,PHASE4.0,PHASE4.0,ChEMBL_Database,DATABASE,2025-09-01T15:36:39.415779,,,
CHEMBL_CHEMBL1237066,CALCIUM GLUCEPTATE,['CALCIUM GLUCEPTATE'],O=C([O-])C(O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.O=C([O-])C(O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.[Ca+2],CHEMBL1237066,success,490.42,,,,,,,,0,,,,4.0,Phase_4.0,,chembl_approved_drugs,Small molecule,PHASE_4.0,PHASE4.0,PHASE4.0,ChEMBL_Database,DATABASE,2025-09-01T15:36:44.350203,,,
CHEMBL_CHEMBL590540,CYSTINE,['CYSTINE'],N[C@@H](CSSC[C@H](N)C(=O)O)C(=O)O,CHEMBL590540,success,240.31,-0.81,4.0,6.0,7.0,126.64,0.0,14.0,0,,,1.56,4.0,Phase_4.0,,chembl_approved_drugs,Small molecule,PHASE_4.0,PHASE4.0,PHASE4.0,ChEMBL_Database,DATABASE,2025-09-01T15:36:39.414855,,,
CHEMBL_CHEMBL980,GUAIFENESIN,['GUAIFENESIN'],COc1ccccc1OCC(O)CO,CHEMBL980,success,198.22,0.43,2.0,4.0,5.0,58.92,1.0,14.0,0,,,13.62,4.0,Phase_4.0,,chembl_approved_drugs,Small molecule,PHASE_4.0,PHASE4.0,PHASE4.0,ChEMBL_Database,DATABASE,2025-09-01T15:36:34.676663,,,
CHEMBL_CHEMBL1200358,SODIUM PHENYLACETATE,['SODIUM PHENYLACETATE'],O=C([O-])Cc1ccccc1.[Na+],CHEMBL1200358,success,158.13,,,,,,,,0,,,,4.0,Phase_4.0,,chembl_approved_drugs,Small molecule,PHASE_4.0,PHASE4.0,PHASE4.0,ChEMBL_Database,DATABASE,2025-09-01T15:36:39.415275,,,
CHEMBL_CHEMBL738,THIOPENTAL SODIUM,['THIOPENTAL SODIUM'],CCCC(C)C1(CC)C(=O)[N-]C(=S)NC1=O.[Na+],CHEMBL738,success,264.33,1.35,2.0,3.0,4.0,58.20,0.0,16.0,0,,,7.20,4.0,Phase_4.0,,chembl_approved_drugs,Small molecule,PHASE_4.0,PHASE4.0,PHASE4.0,ChEMBL_Database,DATABASE,2025-09-01T15:36:34.675732,,,
CHEMBL_CHEMBL1200920,ISOETHARINE HYDROCHLORIDE,['ISOETHARINE HYDROCHLORIDE'],CCC(NC(C)C)C(O)c1ccc(O)c(O)c1.Cl,CHEMBL1200920,success,275.78,1.91,4.0,4.0,5.0,72.72,1.0,17.0,0,,,10.01,4.0,Phase_4.0,,chembl_approved_drugs,Small molecule,PHASE_4.0,PHASE4.0,PHASE4.0,ChEMBL_Database,DATABASE,2025-09-01T15:36:44.348904,,,
CHEMBL_CHEMBL1324714,CYCLIZINE HYDROCHLORIDE,['CYCLIZINE HYDROCHLORIDE'],CN1CCN(C(c2ccccc2)c2ccccc2)CC1.Cl,CHEMBL1324714,success,302.85,3.02,0.0,2.0,3.0,6.48,2.0,20.0,0,,,,4.0,Phase_4.0,,chembl_approved_drugs,Small molecule,PHASE_4.0,PHASE4.0,PHASE4.0,ChEMBL_Database,DATABASE,2025-09-01T15:36:44.350374,,,
