primary_drug,max_clinical_phase,trial_activity_count,trial_status_most_recent,first_trial_date,last_trial_date,approval_date_first,approved,active_trials,completed_trials,terminated_trials,data_source,created_at,last_updated
anti-inflammatory ketorolac tromethamine,0,1,NOT_YET_RECRUITING,2024-11-01,2024-11-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:14.236146,2025-09-05 06:27:14.236148
anti-siglec-6 CAR-T cell therapy,0,1,UNKNOWN,2022-04-01,2022-04-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:14.237979,2025-09-05 06:27:14.237980
antimicrobial agent in soap,0,1,COMPLETED,2001-02-01,2001-02-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:14.239845,2025-09-05 06:27:14.239846
apatinib,0,1,SUSPENDED,2021-04-01,2021-04-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:14.241734,2025-09-05 06:27:14.241736
apatinib plus SHR-1210,0,1,UNKNOWN,2019-06-04,2019-06-04,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:14.243620,2025-09-05 06:27:14.243621
aprepitant,0,2,COMPLETED,2005-08-01,2005-08-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:14.245497,2025-09-05 06:27:14.245498
aqueous subcutaneous progesterone,0,1,COMPLETED,2014-04-01,2014-04-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:14.247345,2025-09-05 06:27:14.247346
aripiprazole,0,1,COMPLETED,2008-10-01,2008-10-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:14.249174,2025-09-05 06:27:14.249175
arsenic trioxide,0,2,COMPLETED,2000-02-01,2007-08-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:14.251078,2025-09-05 06:27:14.251079
artemether-lumefantrine,0,2,NOT_YET_RECRUITING,2024-06-01,2024-06-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:14.252941,2025-09-05 06:27:14.252942
arzoxifene hydrochloride,0,1,COMPLETED,2002-01-01,2002-01-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:14.254807,2025-09-05 06:27:14.254808
asciminib,0,1,COMPLETED,2021-12-06,2021-12-06,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:14.256721,2025-09-05 06:27:14.256723
asfotase alfa,0,1,COMPLETED,2010-06-01,2010-06-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:14.258581,2025-09-05 06:27:14.258582
aspart insulin or lipro insulin,0,1,COMPLETED,2015-02-01,2015-02-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:14.260508,2025-09-05 06:27:14.260510
aspirin,0,2,COMPLETED,2003-02-01,2005-07-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:14.262385,2025-09-05 06:27:14.262387
atazanavir,0,1,TERMINATED,2007-04-01,2007-04-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:14.264280,2025-09-05 06:27:14.264282
atazanavir plus raltegravir,0,1,COMPLETED,2009-07-01,2009-07-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:14.266100,2025-09-05 06:27:14.266101
atorvastatin,0,2,COMPLETED,2007-05-01,2009-09-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:14.267971,2025-09-05 06:27:14.267973
"atorvastatin, Lipitor",0,1,COMPLETED,,,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:14.269541,2025-09-05 06:27:14.269543
atrasentan hydrochloride,0,1,COMPLETED,2002-06-01,2002-06-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:14.271329,2025-09-05 06:27:14.271331
atumelnant (CRN04894),0,1,RECRUITING,2025-02-25,2025-02-25,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:14.273241,2025-09-05 06:27:14.273242
avodart,0,1,COMPLETED,2009-01-01,2009-01-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:14.275110,2025-09-05 06:27:14.275111
azacitidine,0,1,COMPLETED,2000-05-01,2000-05-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:14.276818,2025-09-05 06:27:14.276820
azacytidine,0,1,COMPLETED,2008-07-01,2008-07-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:14.278753,2025-09-05 06:27:14.278754
bFGF,0,1,RECRUITING,2024-06-10,2024-06-10,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:14.280676,2025-09-05 06:27:14.280677
baclofen,0,1,COMPLETED,2008-11-01,2008-11-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:14.282617,2025-09-05 06:27:14.282619
becatecarin,0,1,TERMINATED,2000-07-01,2000-07-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:14.284481,2025-09-05 06:27:14.284483
bendamustine,0,1,COMPLETED,2012-05-01,2012-05-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:14.286417,2025-09-05 06:27:14.286418
best medical treatment (BMT): Adjustment of the dopaminergic medication and non-dopaminergic therapy customized for each patient according to the latest published Consensus Group Recommendations,0,1,RECRUITING,2024-09-05,2024-09-05,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:14.288290,2025-09-05 06:27:14.288291
"betablocker, diuretics, ACEI, ARB,",0,1,COMPLETED,2007-09-01,2007-09-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:14.290177,2025-09-05 06:27:14.290179
betrixaban,0,1,COMPLETED,2008-10-01,2008-10-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:14.292037,2025-09-05 06:27:14.292038
bevacizumab,0,6,TERMINATED,2023-01-02,2023-01-02,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:14.293918,2025-09-05 06:27:14.293920
bevacizumab [Avastin],0,2,TERMINATED,2007-09-01,2007-11-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:14.295790,2025-09-05 06:27:14.295791
bevacizumab and CPT-11 and Carboplatin,0,1,COMPLETED,2009-09-01,2009-09-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:14.297629,2025-09-05 06:27:14.297630
bevacizumab plus chemotherapy,0,1,UNKNOWN,2012-09-01,2012-09-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:14.299564,2025-09-05 06:27:14.299565
bicalutamide,0,1,COMPLETED,2007-03-23,2007-03-23,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:14.301435,2025-09-05 06:27:14.301436
bifeprunox,0,1,TERMINATED,2006-11-01,2006-11-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:14.303342,2025-09-05 06:27:14.303343
bimatoprost ophthalmic solution 0.01%,0,1,COMPLETED,2010-12-01,2010-12-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:14.305156,2025-09-05 06:27:14.305157
bimatoprost ophthalmic solution 0.03%,0,1,COMPLETED,2014-06-30,2014-06-30,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:14.307046,2025-09-05 06:27:14.307047
bindarit,0,1,COMPLETED,2009-01-01,2009-01-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:14.308942,2025-09-05 06:27:14.308944
biphasic human insulin 30,0,1,COMPLETED,2006-11-01,2006-11-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:14.310797,2025-09-05 06:27:14.310798
biphasic insulin aspart,0,1,COMPLETED,2008-05-01,2008-05-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:14.312714,2025-09-05 06:27:14.312715
biphasic insulin aspart 30,0,1,COMPLETED,2010-05-01,2010-05-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:14.314548,2025-09-05 06:27:14.314549
bisacodyl,0,1,COMPLETED,2004-11-01,2004-11-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:14.316435,2025-09-05 06:27:14.316437
bismuth-containing quadral therapy based on antibiotic susceptibility,0,1,UNKNOWN,2018-09-01,2018-09-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:14.318590,2025-09-05 06:27:14.318592
bispecific antibody and di-DTPA-131I,0,1,COMPLETED,2004-05-01,2004-05-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:14.320532,2025-09-05 06:27:14.320533
bivalirudin,0,1,COMPLETED,2007-08-01,2007-08-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:14.322389,2025-09-05 06:27:14.322390
boronophenylalanine-fructose complex,0,1,TERMINATED,2004-04-01,2004-04-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:14.324075,2025-09-05 06:27:14.324077
bortezomib,0,11,COMPLETED,1999-07-01,2007-10-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:14.325988,2025-09-05 06:27:14.325990
bosentan,0,1,COMPLETED,2007-12-01,2007-12-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:14.327836,2025-09-05 06:27:14.327837
brentuximab vedotin,0,1,COMPLETED,2009-03-01,2009-03-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:14.329694,2025-09-05 06:27:14.329696
brimonidine tartrate ophthalmic solution 0.025%,0,1,NOT_YET_RECRUITING,2025-11-10,2025-11-10,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:14.331624,2025-09-05 06:27:14.331625
bromfenac ophthalmic solution,0,1,COMPLETED,2007-10-01,2007-10-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:14.333328,2025-09-05 06:27:14.333330
bucindolol hydrochloride,0,1,COMPLETED,2014-04-01,2014-04-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:14.335216,2025-09-05 06:27:14.335218
budesonide/formoterol 'as needed' + budesonide placebo bid,0,2,COMPLETED,2014-07-07,2014-11-28,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:14.337043,2025-09-05 06:27:14.337044
buprenorphine/naloxone,0,1,COMPLETED,2008-05-01,2008-05-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:14.338957,2025-09-05 06:27:14.338958
bupropion + nicotine gum,0,1,COMPLETED,2001-01-01,2001-01-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:14.340799,2025-09-05 06:27:14.340800
bupropion hydrochloride,0,1,COMPLETED,2002-02-01,2002-02-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:14.342697,2025-09-05 06:27:14.342698
bupropion or lamotrigine,0,1,UNKNOWN,2015-04-01,2015-04-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:14.344546,2025-09-05 06:27:14.344547
busulfan,0,3,COMPLETED,2000-11-01,2002-12-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:14.346457,2025-09-05 06:27:14.346458
cabergoline,0,1,UNKNOWN,2017-08-01,2017-08-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:14.348278,2025-09-05 06:27:14.348279
calcitriol ointment,0,1,COMPLETED,2014-07-01,2014-07-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:14.350097,2025-09-05 06:27:14.350099
calcium supplementation,0,1,RECRUITING,2024-11-07,2024-11-07,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:14.352033,2025-09-05 06:27:14.352035
canagliflozin,0,1,RECRUITING,2022-10-10,2022-10-10,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:14.353874,2025-09-05 06:27:14.353876
candesartan,0,1,COMPLETED,2001-08-01,2001-08-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:14.355784,2025-09-05 06:27:14.355785
candesartan or valsartan or losartan,0,1,COMPLETED,,,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:14.357207,2025-09-05 06:27:14.357209
capecitabine,0,5,COMPLETED,2003-08-01,2006-10-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:14.359110,2025-09-05 06:27:14.359111
capecitabine and cetuximab,0,1,WITHDRAWN,2009-08-01,2009-08-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:14.360956,2025-09-05 06:27:14.360957
capsaicin 8%,0,1,COMPLETED,2009-06-01,2009-06-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:14.362821,2025-09-05 06:27:14.362823
carboplatin,0,14,COMPLETED,1995-02-01,2009-09-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:14.364816,2025-09-05 06:27:14.364818
carboplatin plus paclitaxel,0,1,RECRUITING,2025-03-21,2025-03-21,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:14.366664,2025-09-05 06:27:14.366665
carmustine,0,3,COMPLETED,2000-07-01,2004-05-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:14.368587,2025-09-05 06:27:14.368589
caspofungin,0,1,COMPLETED,2012-01-01,2012-01-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:14.370428,2025-09-05 06:27:14.370429
caspofungin antifungal therapy,0,1,RECRUITING,2019-01-01,2019-01-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:14.372314,2025-09-05 06:27:14.372315
cataflam (diclofenac potassium),0,1,COMPLETED,2000-01-01,2000-01-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:14.374169,2025-09-05 06:27:14.374170
cediranib,0,1,UNKNOWN,2007-07-01,2007-07-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:14.375998,2025-09-05 06:27:14.376000
cediranib maleate,0,1,COMPLETED,2006-10-01,2006-10-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:14.377885,2025-09-05 06:27:14.377886
ceftazidime/NXL104 + metronidazole,0,1,COMPLETED,2009-03-31,2009-03-31,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:14.379745,2025-09-05 06:27:14.379747
celecoxib,0,1,COMPLETED,2001-12-01,2001-12-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:14.381622,2025-09-05 06:27:14.381623
certolizumab pegol,0,1,COMPLETED,2010-08-01,2010-08-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:14.383497,2025-09-05 06:27:14.383498
cetuximab paclitaxel,0,1,UNKNOWN,2006-11-01,2006-11-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:14.385338,2025-09-05 06:27:14.385339
chemotherapy,0,3,COMPLETED,2000-04-01,2008-02-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:14.387216,2025-09-05 06:27:14.387217
chemotherapy plus TCM 1&ICIs plusTCM2 placebo,0,1,NOT_YET_RECRUITING,2023-05-01,2023-05-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:14.389051,2025-09-05 06:27:14.389052
chemotherapy with endostar,0,1,COMPLETED,2008-12-01,2008-12-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:14.390963,2025-09-05 06:27:14.390964
chidamide,0,1,TERMINATED,2022-09-20,2022-09-20,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:14.392819,2025-09-05 06:27:14.392820
chlorambucil,0,1,UNKNOWN,2001-03-01,2001-03-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:14.394571,2025-09-05 06:27:14.394573
cilengitide,0,1,COMPLETED,2005-01-01,2005-01-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:14.396403,2025-09-05 06:27:14.396404
cirmtuzumab,0,1,COMPLETED,2016-11-03,2016-11-03,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:14.398278,2025-09-05 06:27:14.398279
cisatracurium,0,1,COMPLETED,2006-03-01,2006-03-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:14.400114,2025-09-05 06:27:14.400115
cisplatin,0,11,COMPLETED,1997-04-01,2007-10-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:14.401980,2025-09-05 06:27:14.401982
cisplatin + docetaxel,0,1,COMPLETED,2008-06-01,2008-06-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:14.404123,2025-09-05 06:27:14.404124
cisplatin based neoadjuvant chemotherapy,0,1,ACTIVE_NOT_RECRUITING,2024-11-29,2024-11-29,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:14.406209,2025-09-05 06:27:14.406210
cisplatinum or carboplatin and e.g.etoposide.,0,1,COMPLETED,2008-06-01,2008-06-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:14.408117,2025-09-05 06:27:14.408118
clevidipine,0,1,COMPLETED,2004-05-01,2004-05-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:14.409928,2025-09-05 06:27:14.409929
clofarabine,0,1,TERMINATED,2007-05-07,2007-05-07,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:14.411851,2025-09-05 06:27:14.411852
clonidine,0,1,TERMINATED,2004-06-01,2004-06-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:14.413710,2025-09-05 06:27:14.413712
clonidine (drug) intravenously,0,1,COMPLETED,2004-03-01,2004-03-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:14.415567,2025-09-05 06:27:14.415568
clonidine group,0,1,UNKNOWN,2022-01-03,2022-01-03,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:14.417414,2025-09-05 06:27:14.417416
cocaine hydrochloride,0,1,TERMINATED,2012-10-01,2012-10-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:14.419284,2025-09-05 06:27:14.419285
cocoa flavanols,0,1,RECRUITING,2021-11-19,2021-11-19,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:14.421185,2025-09-05 06:27:14.421187
coenzyme Q10,0,1,COMPLETED,2005-04-01,2005-04-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:14.423026,2025-09-05 06:27:14.423027
cognitive function,0,1,UNKNOWN,2006-02-01,2006-02-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:14.424865,2025-09-05 06:27:14.424866
"combination drug: DW330SR, DW1030",0,1,COMPLETED,2015-10-01,2015-10-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:14.426605,2025-09-05 06:27:14.426606
combination therapy,0,1,NOT_YET_RECRUITING,2024-09-21,2024-09-21,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:14.428486,2025-09-05 06:27:14.428487
combination therapy Combination: Fruquintinib plus Camrelizumab and HAIC (TOMOX/TOMIRI) Maintenance: Fruquintinib plus Camrelizumab,0,1,NOT_YET_RECRUITING,2024-05-01,2024-05-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:14.430316,2025-09-05 06:27:14.430318
combinations of up to 3 FDA approved drugs from a panel of compounds,0,1,RECRUITING,2024-04-19,2024-04-19,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:14.432167,2025-09-05 06:27:14.432169
combined fixed dose combination,0,1,UNKNOWN,2003-12-01,2003-12-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:14.433974,2025-09-05 06:27:14.433976
conivaptan,0,1,COMPLETED,2002-11-01,2002-11-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:14.435891,2025-09-05 06:27:14.435893
continuing AZT+3TC or switching AZT+3TC to TDF+ FTC,0,1,COMPLETED,2006-04-01,2006-04-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:14.437728,2025-09-05 06:27:14.437729
controlled nitric oxide releasing patch,0,1,TERMINATED,2006-05-01,2006-05-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:14.439654,2025-09-05 06:27:14.439656
conventional opioid-based group,0,1,COMPLETED,2022-11-17,2022-11-17,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:14.441510,2025-09-05 06:27:14.441512
crisaborole (2%) ointment,0,1,COMPLETED,2020-11-20,2020-11-20,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:14.443402,2025-09-05 06:27:14.443404
curcuma longa,0,1,COMPLETED,2011-10-01,2011-10-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:14.445243,2025-09-05 06:27:14.445244
current marketed FLOLAN (epoprostenol sodium),0,1,COMPLETED,2011-11-01,2011-11-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:14.447133,2025-09-05 06:27:14.447135
cycle 1: treatment drug,0,1,COMPLETED,2023-12-13,2023-12-13,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:14.449034,2025-09-05 06:27:14.449036
cyclophosphamide,0,7,COMPLETED,1995-07-01,2007-04-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:14.450921,2025-09-05 06:27:14.450922
cyclosporine,0,3,COMPLETED,2005-03-01,2012-01-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:14.452844,2025-09-05 06:27:14.452846
"cyclosporine, tacrolimus, mycophenolate mofetil and everolimus (immunosuppressive drugs)",0,1,COMPLETED,2007-07-01,2007-07-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:14.454673,2025-09-05 06:27:14.454674
cytarabine,0,1,UNKNOWN,1996-12-01,1996-12-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:14.456384,2025-09-05 06:27:14.456386
d-cycloserine,0,1,COMPLETED,2008-01-01,2008-01-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:14.458218,2025-09-05 06:27:14.458219
dTR Melatonin (NIH CC PDS),0,1,COMPLETED,2007-07-17,2007-07-17,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:14.460204,2025-09-05 06:27:14.460206
dabigatran etexilate,0,2,UNKNOWN,2017-12-28,2017-12-28,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:14.462148,2025-09-05 06:27:14.462149
dabigatran etexilate low dose,0,1,TERMINATED,2011-12-01,2011-12-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:14.464009,2025-09-05 06:27:14.464011
dabrafenib/trametinib,0,1,RECRUITING,2023-01-01,2023-01-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:14.465927,2025-09-05 06:27:14.465928
"daclizumab, infliximab",0,1,COMPLETED,2006-01-01,2006-01-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:14.467790,2025-09-05 06:27:14.467791
dapagliflozin/metformin XR 5/500 mg test drug (Mount Vernon),0,1,COMPLETED,2015-12-21,2015-12-21,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:14.469668,2025-09-05 06:27:14.469669
dapansutrile capsules,0,1,COMPLETED,2018-05-16,2018-05-16,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:14.471577,2025-09-05 06:27:14.471579
dapivirine (TMC120) vaginal gel,0,1,COMPLETED,2005-10-01,2005-10-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:14.473422,2025-09-05 06:27:14.473424
daptomycin,0,1,WITHDRAWN,2005-07-01,2005-07-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:14.475294,2025-09-05 06:27:14.475296
dasatinib,0,1,COMPLETED,2007-04-01,2007-04-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:14.476979,2025-09-05 06:27:14.476980
data report,0,1,UNKNOWN,2018-09-01,2018-09-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:14.478858,2025-09-05 06:27:14.478860
decitabine,0,1,COMPLETED,2006-07-01,2006-07-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:14.480689,2025-09-05 06:27:14.480690
decitabine (DAC),0,1,WITHDRAWN,2016-07-07,2016-07-07,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:14.482579,2025-09-05 06:27:14.482580
delta 9 tetrahydrocannabinol,0,1,COMPLETED,2017-07-04,2017-07-04,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:14.484439,2025-09-05 06:27:14.484441
delta-9-tetrahydrocannabinol (THC) and cannabidiol (CBD),0,1,COMPLETED,2011-09-01,2011-09-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:14.486283,2025-09-05 06:27:14.486284
denintuzumab mafodotin,0,1,TERMINATED,2016-08-01,2016-08-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:14.488176,2025-09-05 06:27:14.488177
desmopressin,0,1,COMPLETED,2015-06-01,2015-06-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:14.489978,2025-09-05 06:27:14.489979
desmopressin melt form 120 μg,0,1,ACTIVE_NOT_RECRUITING,2022-08-20,2022-08-20,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:14.491901,2025-09-05 06:27:14.491903
dexametedomidine,0,1,COMPLETED,2025-01-20,2025-01-20,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:14.493749,2025-09-05 06:27:14.493750
dexmedetomidine,0,2,UNKNOWN,2019-10-30,2024-11-21,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:14.495668,2025-09-05 06:27:14.495669
dexmedetomidine bupivacaine,0,1,COMPLETED,2015-02-01,2015-02-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:14.497483,2025-09-05 06:27:14.497485
dexmedetomidine infusion group,0,1,COMPLETED,2017-07-05,2017-07-05,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:14.499358,2025-09-05 06:27:14.499359
dexmedetomidine-remifentanil,0,1,COMPLETED,2011-04-01,2011-04-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:14.501194,2025-09-05 06:27:14.501196
dextromethorphan and memantine (DM+MM),0,1,COMPLETED,2018-07-24,2018-07-24,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:14.503057,2025-09-05 06:27:14.503059
digoxin,0,1,COMPLETED,2009-02-01,2009-02-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:14.504903,2025-09-05 06:27:14.504904
dobu,0,1,COMPLETED,2020-05-11,2020-05-11,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:14.506777,2025-09-05 06:27:14.506779
docetaxel,0,4,COMPLETED,1999-06-01,2008-01-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:14.508626,2025-09-05 06:27:14.508628
docetaxel plus selumetinib,0,1,COMPLETED,2014-11-12,2014-11-12,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:14.510528,2025-09-05 06:27:14.510530
"docetaxel, capecitabine, cisplatin",0,1,COMPLETED,2007-05-01,2007-05-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:14.512345,2025-09-05 06:27:14.512346
"docetaxel, cisplatin and 5-fluorouracil",0,1,RECRUITING,2018-01-01,2018-01-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:14.514267,2025-09-05 06:27:14.514268
domestic polysaccharide superparamagnetic iron oxide nanoparticle,0,1,COMPLETED,2021-09-17,2021-09-17,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:14.516240,2025-09-05 06:27:14.516242
domperidone Drug,0,1,COMPLETED,,,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:14.517739,2025-09-05 06:27:14.517741
donafenib tosilate tablets,0,1,TERMINATED,2016-05-16,2016-05-16,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:14.519646,2025-09-05 06:27:14.519647
donepezil,0,1,COMPLETED,2007-06-01,2007-06-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:14.521479,2025-09-05 06:27:14.521481
donepezil hcl,0,1,COMPLETED,2004-05-01,2004-05-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:14.523376,2025-09-05 06:27:14.523378
donepezil treatment,0,1,UNKNOWN,2018-07-06,2018-07-06,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:14.525241,2025-09-05 06:27:14.525242
double blind placebo,0,1,COMPLETED,2006-01-01,2006-01-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:14.527087,2025-09-05 06:27:14.527089
