chembl_id,inchikey,canonical_smiles,mol_molecular_weight,mol_logp,mol_num_hbd,mol_num_hba,mol_num_rotatable_bonds,mol_tpsa,mol_num_aromatic_rings,mol_num_heavy_atoms,mol_formal_charge,tox_herg_risk,tox_cyp_risk,tox_ames_risk,tox_dili_risk,tox_bbb_permeability,tox_herg_ic50_uM,tox_herg_n_points,approved
CHEMBL58628,CHEMBL58628_KEY,Cc1cccc(C)c1-c1cc2cnc(N)nc2nc1N,265.32,2.47,2.0,5.0,1.0,90.71,3.0,20.0,0,medium,medium,medium,low,medium,,,0
CHEMBL58636,CHEMBL58636_KEY,CC(C)c1ccc2nc3ccc(C(=O)N(C)CCCCc4cccnc4)cn3c(=O)c2c1,428.54,4.46,0.0,5.0,7.0,67.57,4.0,32.0,0,high,high,high,medium,high,,,0
CHEMBL58645,CHEMBL58645_KEY,OC(CSCc1ccccc1)CN1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,510.69,5.79,1.0,4.0,12.0,26.71,3.0,36.0,0,high,high,medium,high,medium,,,0
CHEMBL58650,CHEMBL58650_KEY,CCCCCO[C@@H]([C@@H]1OC(C(=O)O)=C[C@H](N=C(N)N)[C@H]1NC(C)=O)[C@H](O)CO.O=C(O)C(F)(F)F,516.47,-1.57,6.0,7.0,11.0,189.72,0.0,28.0,0,low,low,low,low,low,,,0
CHEMBL58655,CHEMBL58655_KEY,Fc1ccc2c(c1)C1CNC(C2)c2ccccc21,239.29,3.16,1.0,1.0,0.0,12.03,2.0,18.0,0,medium,low,medium,low,high,,,0
CHEMBL58659,CHEMBL58659_KEY,COc1cccc(OC)c1OC(=O)C(CN1CCSCC1)N1CCOCC1,396.51,1.36,0.0,8.0,7.0,60.47,1.0,27.0,0,low,low,low,low,high,,,0
CHEMBL58685,CHEMBL58685_KEY,CCN(CC)CC(=O)NCc1ccccc1,220.32,1.64,1.0,2.0,6.0,32.34,1.0,16.0,0,low,low,low,low,high,,,0
CHEMBL58692,CHEMBL58692_KEY,CCCCCCCCCCCCC/C=C/[C@@H](O)[C@H](COC(=O)NCCCN(C)C)NC(=O)C(C)(C)C,511.79,5.81,3.0,5.0,21.0,90.9,0.0,36.0,0,high,high,low,high,medium,,,0
CHEMBL58695,CHEMBL58695_KEY,CC1=C(/C=C/C(C)=C/C=C/C(C)=C\C(=O)NCCO)C(C)(C)CCC1,343.51,4.63,2.0,2.0,7.0,49.33,0.0,25.0,0,high,medium,low,medium,high,,,0
CHEMBL58702,CHEMBL58702_KEY,Cc1ccccc1N1CCN(CCCCN2CC(=O)N3CCCCC3C2=O)CC1,398.55,2.12,0.0,4.0,6.0,47.1,1.0,29.0,0,medium,medium,low,low,high,,,0
CHEMBL58710,CHEMBL58710_KEY,Nc1ncc2ncn(OCCCO)c2n1,209.21,-0.78,2.0,7.0,4.0,99.08,2.0,15.0,0,low,low,medium,low,medium,,,0
CHEMBL58717,CHEMBL58717_KEY,c1ccc(Cn2c(NC3CCN(C4CCCCC4)CC3)nc3ccccc32)cc1,388.56,5.29,1.0,4.0,5.0,33.09,3.0,29.0,0,high,medium,medium,medium,high,,,0
CHEMBL58719,CHEMBL58719_KEY,CCCCCCCC/N=C(\S)NCc1ccc(O)c(OC)c1,324.49,4.14,3.0,3.0,10.0,53.85,1.0,22.0,0,high,medium,low,medium,high,,,0
CHEMBL58728,CHEMBL58728_KEY,Oc1ccc(-c2ccc(-c3ncc[nH]3)cc2)nn1,238.25,2.24,2.0,4.0,2.0,74.69,3.0,18.0,0,medium,low,medium,low,high,,,0
CHEMBL58729,CHEMBL58729_KEY,O=C1CCC(c2ccc(-c3nn[nH]n3)cc2)=NN1,242.24,0.48,2.0,5.0,2.0,95.92,2.0,18.0,0,low,low,medium,low,medium,,,0
CHEMBL58730,CHEMBL58730_KEY,C=C1/C(=C/C=C2/CCC[C@]3(C)C([C@@H](C)OCCCC(O)(CC)CC)CC[C@@]23C)C[C@@H](O)C[C@@H]1O,474.73,6.25,3.0,4.0,9.0,69.92,0.0,34.0,0,high,high,low,medium,medium,,,0
CHEMBL58731,CHEMBL58731_KEY,C[C@@H]1C[C@H](Nc2ccc(F)cc2)c2cc(F)ccc2N1C(=O)c1cccc(F)c1,396.41,5.7,1.0,2.0,3.0,32.34,3.0,29.0,0,high,medium,medium,medium,high,,,0
CHEMBL58734,CHEMBL58734_KEY,Fc1ccc(-n2cc(CCCCN3CCC4(CCOc5ccccc54)CC3)c3ccccc32)cc1,468.62,6.91,0.0,3.0,6.0,17.4,4.0,35.0,0,high,high,high,medium,medium,,,0
CHEMBL58735,CHEMBL58735_KEY,CC(C)(C)OC(=O)NC(Cc1ccccc1)C(=O)N1CCC(=O)C1Sc1ccccc1,440.57,4.04,1.0,5.0,6.0,75.71,2.0,31.0,0,high,high,medium,medium,high,,,0
CHEMBL58739,CHEMBL58739_KEY,CC1(CI)CCOOC2(c3ccccc3)C3CCC(C3)C2OO1,430.28,4.17,0.0,4.0,2.0,36.92,1.0,23.0,0,high,high,low,medium,high,,,0
CHEMBL58742,CHEMBL58742_KEY,N#CCN1CCC(Nc2nc3ccccc3n2Cc2ccc(F)cc2)CC1,363.44,3.62,1.0,5.0,5.0,56.88,3.0,27.0,0,high,medium,medium,medium,high,,,0
CHEMBL58752,CHEMBL58752_KEY,O=[N+]([O-])c1nccn1CC(O)CN1CCCCC1,254.29,0.64,1.0,6.0,5.0,84.43,1.0,18.0,0,low,low,low,low,high,,,0
CHEMBL58758,CHEMBL58758_KEY,CCCCCCCC(=O)OC[C@H](NC(=O)[C@H](CO)NC(=O)CN)C(=O)N1CCC2(CC1)CN(S(C)(=O)=O)c1ccccc12.O=C(O)C(F)(F)F,737.79,0.15,4.0,9.0,15.0,188.44,1.0,43.0,0,low,low,low,low,low,,,0
CHEMBL58768,CHEMBL58768_KEY,Nc1sc(Br)c(-c2ccc(C(F)(F)F)cc2)c1C(=O)c1ccccc1,426.26,6.01,1.0,3.0,3.0,43.09,3.0,25.0,0,high,high,medium,medium,high,,,0
CHEMBL58774,CHEMBL58774_KEY,FC(F)(F)c1cc(CC[C@H]2OCCN[C@@H]2c2ccccc2)cc(C(F)(F)F)c1,403.37,5.39,1.0,2.0,4.0,21.26,2.0,28.0,0,high,high,medium,medium,high,,,0
CHEMBL58785,CHEMBL58785_KEY,CC(/C=C/c1ccco1)N(O)C(N)=O,196.21,1.45,2.0,3.0,3.0,79.7,1.0,14.0,0,low,low,low,low,high,,,0
CHEMBL58792,CHEMBL58792_KEY,COc1ccccc1N1CCN(CCCC(=O)c2ccc(F)cc2)CC1,356.44,3.62,0.0,4.0,7.0,32.78,2.0,26.0,0,high,medium,medium,medium,high,,,0
CHEMBL58795,CHEMBL58795_KEY,COc1ccc2c(c1)C(=O)C(=O)C=C2c1ccccc1,264.28,2.89,0.0,3.0,2.0,43.37,2.0,20.0,0,medium,medium,medium,low,high,,,0
CHEMBL58797,CHEMBL58797_KEY,COc1cccc(F)c1-c1nc2c(N)cccc2n1Cc1c(F)cccc1F,383.37,4.76,1.0,4.0,4.0,53.07,4.0,28.0,0,high,medium,high,medium,high,,,0
CHEMBL58803,CHEMBL58803_KEY,CC(C)n1nc(C(=O)NC2CCN(Cc3ccccc3)CC2)c2ccccc21,376.5,4.01,1.0,4.0,5.0,50.16,3.0,28.0,0,high,medium,medium,medium,high,,,0
CHEMBL58804,CHEMBL58804_KEY,O=C(CSc1cc(Cl)ccc1Cl)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(=O)c3ccncc3)CSC12,554.43,3.08,2.0,8.0,8.0,125.9,2.0,35.0,0,high,medium,medium,medium,medium,,,0
CHEMBL588046,CHEMBL588046_KEY,C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12.Cl,360.89,3.17,1.0,4.0,4.0,45.59,2.0,24.0,0,high,medium,medium,medium,high,,,1
CHEMBL58813,CHEMBL58813_KEY,Cc1csc(Nc2ccc(C3=NNC(=O)CC3)cc2)n1,286.36,2.81,2.0,5.0,3.0,66.38,2.0,20.0,0,medium,medium,medium,low,high,,,0
CHEMBL58815,CHEMBL58815_KEY,CC(C)[C@H](NC(=O)c1ccc(SC(=O)O)cc1)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(=O)O)C(=O)COc1cc(C(F)(F)F)nn1-c1ccccc1,707.68,3.53,5.0,10.0,15.0,206.02,3.0,49.0,0,high,medium,medium,medium,low,,,0
CHEMBL58833,CHEMBL58833_KEY,COc1ccc2[nH]c([S+]([O-])Cc3ncc(C)c(N4CCOCC4)c3Cl)nc2c1,420.92,3.07,1.0,6.0,5.0,86.33,3.0,28.0,0,high,medium,medium,medium,high,,,0
CHEMBL58838,CHEMBL58838_KEY,Cn1ccnc1SC1=C(C(=O)[O-])N2C(=O)[C@@H](NC(=O)/C(=N/OCCF)c3csc(N)n3)[C@H]2CC1.[Na+],531.53,0.73,3.0,11.0,9.0,165.03,2.0,34.0,0,low,low,medium,low,low,,,0
CHEMBL58851,CHEMBL58851_KEY,CC(C)OC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NCCCCCN,374.49,2.46,4.0,4.0,10.0,109.24,2.0,27.0,0,medium,medium,medium,low,medium,,,0
CHEMBL58855,CHEMBL58855_KEY,CC(=O)NCCCN(CCCCN(CCCNC(C)=O)C(C)=O)C(C)=O,370.49,0.52,2.0,4.0,13.0,98.82,0.0,26.0,0,low,low,low,low,medium,,,0
CHEMBL58858,CHEMBL58858_KEY,O=C(OCC1C2CC3CCC1N3C/C2=C\c1ccc(I)c(Cl)c1)c1ccccc1,519.81,5.67,0.0,3.0,4.0,29.54,2.0,29.0,0,high,high,medium,high,medium,,,0
CHEMBL58865,CHEMBL58865_KEY,CC(C)C#CC1(C2CC2)NS(=O)(=O)Nc2ccc(Cl)cc21,324.83,2.86,2.0,2.0,1.0,58.2,1.0,21.0,0,medium,medium,low,low,high,,,0
CHEMBL58867,CHEMBL58867_KEY,Nc1nc2cc(CC(=O)N[C@@H]3C(=O)N4C(C(=O)O)=C(Cl)CS[C@H]34)ccc2s1,424.89,1.36,3.0,7.0,4.0,125.62,2.0,27.0,0,low,low,medium,low,medium,,,0
CHEMBL58875,CHEMBL58875_KEY,O=c1cnn(-c2ccc(Br)c(C(F)(F)F)c2)c(=O)[nH]1,336.07,1.7,1.0,4.0,1.0,67.75,2.0,19.0,0,low,low,medium,low,high,,,0
CHEMBL58891,CHEMBL58891_KEY,COC(=O)CCc1cn(C2CC(N=[N+]=[N-])C(CO)O2)c(=O)[nH]c1=O,339.31,-0.4,2.0,8.0,6.0,159.38,1.0,24.0,0,low,low,low,low,low,,,0
CHEMBL58911,CHEMBL58911_KEY,COc1cc(C(=O)/C=C/c2ccc(NC(C)=O)cc2)cc(OC)c1OC,355.39,3.57,1.0,5.0,7.0,73.86,2.0,26.0,0,high,medium,medium,medium,high,,,0
CHEMBL58912,CHEMBL58912_KEY,O=C(O)CC(NC(=O)NNC(=O)CCCCNc1ccccn1)c1ccc(OC(F)(F)F)cc1,483.45,3.11,5.0,6.0,11.0,141.68,2.0,34.0,0,high,medium,medium,medium,low,,,0
CHEMBL58916,CHEMBL58916_KEY,CC(=O)OCCN(C)C(=O)OC[n+]1cnn(C[C@](O)(c2cc(F)ccc2F)[C@@H](C)c2nc(-c3ccc(C#N)cc3)cs2)c1.[I-],738.56,3.72,1.0,10.0,11.0,134.45,4.0,43.0,0,high,medium,high,medium,medium,,,0
CHEMBL58936,CHEMBL58936_KEY,CN1CCN(CCCNc2ncc3cc(-c4c(Cl)cccc4Cl)c(NC(=O)Cc4ccccc4)nc3n2)CC1,564.52,5.23,2.0,7.0,9.0,86.28,4.0,39.0,0,high,high,high,high,medium,,,0
CHEMBL58937,CHEMBL58937_KEY,CC/N=C(\N)Nc1nc2nc(NCCCN(CC)CC)ncc2cc1-c1c(Cl)cccc1Cl,489.46,4.89,3.0,6.0,10.0,104.35,3.0,33.0,0,high,high,medium,medium,medium,,,0
CHEMBL58947,CHEMBL58947_KEY,COC(=O)CC(NC(=O)[C@H](Cc1ccccc1)NS(=O)(=O)N1CCOCC1)C(=O)N[C@@H](CC1CCCCC1)[C@@H](O)[C@H](O)CC(C)C,668.85,1.04,5.0,9.0,17.0,183.6,1.0,46.0,0,low,low,low,low,low,,,0
CHEMBL58951,CHEMBL58951_KEY,NC(CCC(=O)NC(CSCc1ccccc1)C(=O)NC(C(=O)O)c1ccccc1)C(=O)O,473.55,1.54,5.0,6.0,13.0,158.82,2.0,33.0,0,low,low,medium,low,low,,,0
CHEMBL58952,CHEMBL58952_KEY,CC(C)=CCN1Cc2c(Br)ccc3nc(O)n(c23)C[C@@H]1C,350.26,3.67,1.0,4.0,2.0,41.29,2.0,21.0,0,high,medium,medium,medium,high,,,0
CHEMBL58957,CHEMBL58957_KEY,O=C(O)C(CS)Cc1ccccc1,196.27,1.86,2.0,2.0,4.0,37.3,1.0,13.0,0,low,low,low,low,high,,,0
CHEMBL58961,CHEMBL58961_KEY,O=C(C1=Cc2cccc(OCC3CNCCO3)c2OC1)N1CCOCC1,360.41,0.69,1.0,6.0,4.0,69.26,1.0,26.0,0,low,low,low,low,high,,,0
CHEMBL58964,CHEMBL58964_KEY,O=C(OCn1ccc(=O)[nH]c1=O)c1ccc(F)cc1,264.21,0.49,1.0,5.0,3.0,81.16,2.0,19.0,0,low,low,medium,low,high,,,0
CHEMBL58970,CHEMBL58970_KEY,O=C1Nc2ccc(Cl)cc2[C@@](C#CC2CC2)(C(F)(F)F)[C@H]1OCc1ccccc1,419.83,5.09,1.0,2.0,3.0,38.33,2.0,29.0,0,high,high,medium,medium,high,,,0
CHEMBL58973,CHEMBL58973_KEY,CN(CCCCCc1c[nH]cn1)CCC(c1ccc(Cl)cc1)c1ccccn1,396.97,5.32,1.0,3.0,11.0,44.81,3.0,28.0,0,high,medium,medium,medium,high,,,0
CHEMBL58980,CHEMBL58980_KEY,CCOC(=O)c1c(NC(=O)N(CC)C2CCCCC2)sc2c1CCN(C(C)=O)C2,421.56,4.02,1.0,5.0,5.0,78.95,1.0,29.0,0,high,high,low,medium,high,,,0
CHEMBL58983,CHEMBL58983_KEY,Cc1cc(O)cc(/C=C/c2ccc(O)cc2)c1,226.28,3.58,2.0,2.0,2.0,40.46,2.0,17.0,0,medium,low,medium,low,high,,,0
CHEMBL58984,CHEMBL58984_KEY,CNC(=O)OCc1c2c(n(C)c1COC(C)=O)C(=O)C(C)=C(OC)C2=O,364.35,1.24,1.0,8.0,5.0,112.93,1.0,26.0,0,low,low,low,low,medium,,,0
CHEMBL58985,CHEMBL58985_KEY,Cc1cc(OCCOCP(=O)(O)O)nc(N)n1,263.19,-0.1,3.0,6.0,6.0,127.79,1.0,17.0,0,low,low,low,low,medium,,,0
CHEMBL58987,CHEMBL58987_KEY,Cc1cc(/C=C/c2ccc(F)cc2F)cc(C)c1O,260.28,4.46,1.0,1.0,2.0,20.23,2.0,19.0,0,medium,medium,medium,low,high,,,0
CHEMBL58992,CHEMBL58992_KEY,Oc1nc2ccccc2n1CCCCCN1CCC(Cc2ccccc2)CC1,377.53,4.87,1.0,4.0,8.0,41.29,3.0,28.0,0,high,medium,medium,medium,high,,,0
CHEMBL58998,CHEMBL58998_KEY,O=C(N[C@H]1c2ccccc2C[C@H]1O)[C@H](Cc1ccccc1)C[C@H](O)Cc1ccccc1,415.53,3.61,3.0,3.0,8.0,69.56,3.0,31.0,0,high,medium,medium,medium,high,,,0
CHEMBL59004,CHEMBL59004_KEY,Cn1c2ccccc2c2c3c(c4c5ccccc5[nH]c4c21)C(=O)NC3,325.37,4.21,2.0,2.0,0.0,49.82,5.0,25.0,0,high,medium,high,medium,high,,,0
CHEMBL59014,CHEMBL59014_KEY,CCCCCCCCCCCCCCCCCC(=O)NCCCNCCCCNCCCN,468.82,6.06,4.0,4.0,28.0,79.18,0.0,33.0,0,high,high,low,medium,medium,,,0
CHEMBL59023,CHEMBL59023_KEY,CNC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCCCCOc1ccccc1)CC(=O)NO,455.56,2.61,4.0,5.0,14.0,116.76,2.0,33.0,0,medium,medium,medium,low,medium,,,0
CHEMBL59024,CHEMBL59024_KEY,COCC(C(=O)Oc1c(OC)cccc1OC)N1CCSCC1,341.43,1.67,0.0,7.0,7.0,57.23,1.0,23.0,0,low,low,low,low,high,,,0
CHEMBL59030,CHEMBL59030_KEY,O=C(O)Cc1cccc(OCCCN(Cc2cccc(C(F)(F)F)c2Cl)CC(c2ccccc2)c2ccccc2)c1,582.06,8.09,1.0,3.0,13.0,49.77,4.0,41.0,0,high,high,high,high,medium,,,0
CHEMBL59035,CHEMBL59035_KEY,CC1OC(OCCCCCCNC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](C)N)C(O)C(O)C1O,448.52,-2.79,7.0,9.0,13.0,206.46,0.0,31.0,0,low,low,low,low,low,,,0
CHEMBL59038,CHEMBL59038_KEY,CN1CCN(c2nc(-c3cc4ccccc4o3)cc(-c3cccn3C)n2)CC1,373.46,3.65,0.0,6.0,3.0,50.33,4.0,28.0,0,high,medium,high,medium,high,,,0
CHEMBL59040,CHEMBL59040_KEY,CN1C(=O)c2cccnc2Oc2ccccc21,226.24,2.46,0.0,3.0,0.0,42.43,2.0,17.0,0,medium,low,medium,low,high,,,0
CHEMBL59042,CHEMBL59042_KEY,CCS(=O)(=O)c1ccc2c(c1)/C(=C/c1[nH]c3c(c1CCCN(C)C)CCCC3)C(=O)N2,441.6,3.67,2.0,4.0,7.0,82.27,2.0,31.0,0,high,medium,medium,medium,high,,,0
CHEMBL59043,CHEMBL59043_KEY,CCCc1cccc(/C=C(\Cc2cccs2)C(=O)O)c1Cc1ccc(C(=O)O)cc1,420.53,5.7,2.0,3.0,9.0,74.6,3.0,30.0,0,high,high,medium,medium,high,,,0
CHEMBL59047,CHEMBL59047_KEY,Clc1ccc(/C=C2\CN3C4CCC3C(/C=C\c3ccccc3)C2C4)cc1Cl,396.36,6.57,0.0,1.0,3.0,3.24,2.0,27.0,0,high,medium,medium,medium,high,,,0
CHEMBL59050,CHEMBL59050_KEY,COc1cc(NCCCCCCN2CC[S+]([O-])CC2)c2nccc(C)c2c1,389.57,3.59,1.0,5.0,9.0,60.45,2.0,27.0,0,high,medium,medium,medium,high,,,0
CHEMBL59059,CHEMBL59059_KEY,O=C1Nc2ccc(Cl)cc2[C@@](C#CC2CC2)(C(F)(F)F)[C@H]1OCc1cccc(F)c1,437.82,5.23,1.0,2.0,3.0,38.33,2.0,30.0,0,high,high,medium,medium,high,,,0
CHEMBL59061,CHEMBL59061_KEY,CC(=O)NCCNC(=O)CCNC(C)=O,215.25,-1.24,3.0,3.0,6.0,87.3,0.0,15.0,0,low,low,low,low,high,,,0
CHEMBL59063,CHEMBL59063_KEY,CC(/C=C/c1ccsc1)N(O)C(N)=O,212.27,1.92,2.0,3.0,3.0,66.56,1.0,14.0,0,low,low,low,low,high,,,0
CHEMBL59064,CHEMBL59064_KEY,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCOC(C)C,332.57,7.56,0.0,1.0,16.0,9.23,0.0,24.0,0,high,medium,low,medium,high,,,0
CHEMBL59065,CHEMBL59065_KEY,CSC1SC(C)C(O)C(O)C1O,210.32,-0.11,3.0,5.0,1.0,60.69,0.0,12.0,0,low,low,low,low,high,,,0
CHEMBL59066,CHEMBL59066_KEY,O=C(CSc1nccs1)N[C@@H]1C(=O)N2C(C(=O)O)=C(Cl)CS[C@H]12,391.88,1.17,2.0,7.0,5.0,99.6,1.0,23.0,0,low,low,low,low,medium,,,0
CHEMBL59068,CHEMBL59068_KEY,COc1ccc2[nH]c([S+]([O-])Cc3ncc(C)c(N(C)C)c3Cl)nc2c1,378.89,3.3,1.0,5.0,5.0,77.1,3.0,25.0,0,high,medium,medium,medium,high,,,0
CHEMBL59069,CHEMBL59069_KEY,CCCn1c(=O)c2[nH]c(Cc3ccc(Br)cc3)nc2n(CC(C)C)c1=O.O=C(O)C(F)(F)F,533.35,3.31,1.0,5.0,6.0,72.68,3.0,26.0,0,high,medium,medium,medium,medium,,,0
CHEMBL59074,CHEMBL59074_KEY,COc1ccc(C(=O)CCc2cccc([N+](C)(C)Cc3ccccc3)c2)cc1OC.[Br-],484.43,5.29,0.0,3.0,9.0,35.53,3.0,30.0,0,high,high,medium,medium,medium,,,0
CHEMBL59079,CHEMBL59079_KEY,O=c1cccccc1N1CCN(CC(O)c2ccccc2)CC1,310.4,1.9,1.0,4.0,4.0,43.78,2.0,23.0,0,low,low,medium,low,high,,,0
CHEMBL59081,CHEMBL59081_KEY,COc1ccc(CCN2CCC(Nc3nc4ccccc4n3Cc3ccccc3)CC2)cc1,440.59,5.21,1.0,5.0,8.0,42.32,4.0,33.0,0,high,high,high,medium,high,,,0
CHEMBL59089,CHEMBL59089_KEY,CCN(CC)CCCCC(C)Nc1c2ccccc2nc2ccccc12,349.52,5.7,1.0,3.0,9.0,28.16,3.0,26.0,0,high,medium,medium,medium,high,,,0
CHEMBL59094,CHEMBL59094_KEY,CCCCc1cnc(/C=C(\Cc2cccs2)C(=O)O)n1Cc1ccc(C(=O)O)cc1,424.52,4.74,2.0,5.0,10.0,92.42,3.0,30.0,0,high,high,medium,medium,medium,,,0
CHEMBL59098,CHEMBL59098_KEY,O=c1cc(Cc2ccc3ccccc3c2)oc2cc(O)ccc12,302.33,4.24,1.0,3.0,2.0,50.44,4.0,23.0,0,high,medium,high,medium,high,,,0
CHEMBL59100,CHEMBL59100_KEY,CCC(C)N(CCN=C=S)C(=O)c1cc2ccccc2c(-c2ccccc2Cl)n1,423.97,5.9,0.0,4.0,7.0,45.56,3.0,29.0,0,high,high,medium,medium,high,,,0
CHEMBL59103,CHEMBL59103_KEY,c1ccc(C2CCN(Cc3c[nH]c4ccccc34)CC2)cc1,290.41,4.55,1.0,1.0,3.0,19.03,3.0,22.0,0,medium,medium,medium,low,high,,,0
CHEMBL59107,CHEMBL59107_KEY,O=C(O)CN(C/C=C/c1cccc(Oc2ccccc2)c1)C/C=C/c1cccc(Oc2ccccc2)c1,491.59,7.38,1.0,4.0,12.0,59.0,4.0,37.0,0,high,high,high,medium,medium,,,0
CHEMBL59110,CHEMBL59110_KEY,O=C1Nc2ccc(F)cc2/C1=C/c1[nH]cc2c1CCOC2=O,298.27,2.36,2.0,3.0,1.0,71.19,2.0,22.0,0,medium,medium,medium,low,high,,,0
CHEMBL59116,CHEMBL59116_KEY,COc1ccc(C(=O)/C(C)=C/c2ccccc2)c(OC)c1OC,312.36,4.0,0.0,4.0,6.0,44.76,2.0,23.0,0,high,medium,medium,medium,high,,,0
CHEMBL59119,CHEMBL59119_KEY,NC(=O)N(O)C/C=C/c1ccc(-c2ccccc2)o1,258.28,2.73,2.0,3.0,4.0,79.7,2.0,19.0,0,medium,medium,medium,low,high,,,0
CHEMBL59129,CHEMBL59129_KEY,CCNC(=O)COc1ccc(CCN2CCC(Nc3nc4ccccc4n3Cc3ccc(F)cc3)CC2)cc1,529.66,4.86,2.0,6.0,11.0,71.42,4.0,39.0,0,high,high,high,medium,medium,,,0
CHEMBL59130,CHEMBL59130_KEY,Fc1ccc(Cn2c(NC3CCN(CCc4ccccc4)CC3)nc3cc(Cl)ccc32)cc1,463.0,6.0,1.0,4.0,7.0,33.09,4.0,33.0,0,high,high,high,medium,medium,,,0
CHEMBL59140,CHEMBL59140_KEY,CCCN1C(=O)c2cc(N)ccc2Oc2cc(C)c(C)cc21,296.37,4.05,1.0,3.0,2.0,55.56,2.0,22.0,0,medium,medium,medium,low,high,,,0
CHEMBL59144,CHEMBL59144_KEY,Nc1cc(O)nc(SCCOCP(=O)(O)O)n1,281.23,0.01,4.0,7.0,6.0,138.79,1.0,17.0,0,low,low,low,low,medium,,,0
CHEMBL59157,CHEMBL59157_KEY,CCCCc1ncc(/C=C(\Cc2cccs2)C(=O)O)n1Cc1cccc(OC)c1[N+](=O)[O-],455.54,4.96,1.0,7.0,11.0,107.49,3.0,32.0,0,high,high,medium,medium,medium,,,0
CHEMBL59158,CHEMBL59158_KEY,Cc1onc2c(=O)n(CCC(=O)O)nc(-c3ccc(Cl)cc3)c12,333.73,2.49,1.0,6.0,4.0,98.22,3.0,23.0,0,medium,medium,medium,low,medium,,,0
CHEMBL59175,CHEMBL59175_KEY,COc1ccc(OCC(O)CN2CCC(Nc3nc4ccccc4n3Cc3ccc(F)cc3)CC2)cc1,504.61,4.55,2.0,7.0,10.0,71.78,4.0,37.0,0,high,high,high,medium,medium,,,0
CHEMBL59177,CHEMBL59177_KEY,O=c1c(-c2cc3ccccc3o2)cccn1C(CN1CCCC1)c1ccccc1,384.48,4.95,0.0,4.0,5.0,38.38,4.0,29.0,0,high,medium,high,medium,high,,,0
CHEMBL59178,CHEMBL59178_KEY,CC(C)COC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NCCCCCN,388.51,2.71,4.0,4.0,11.0,109.24,2.0,28.0,0,medium,medium,medium,low,medium,,,0
CHEMBL59184,CHEMBL59184_KEY,Cc1cc(-c2cc(-c3ccccc3)cc(N(C)Cc3ccccc3)n2)ccc1O,380.49,6.07,1.0,3.0,5.0,36.36,4.0,29.0,0,high,medium,high,medium,high,,,0
CHEMBL59194,CHEMBL59194_KEY,O=C(Cc1noc(C(Cl)(Cl)Cl)n1)N[C@@H]1C(=O)N2C(C(=O)O)=CCS[C@H]12,427.65,0.81,2.0,7.0,4.0,125.63,1.0,25.0,0,low,low,low,low,medium,,,0
CHEMBL59197,CHEMBL59197_KEY,COc1ccc(-c2cc(-c3ccsc3)c(=O)n(C)c2-c2ccncc2)cc1,374.47,4.85,0.0,5.0,4.0,44.12,4.0,27.0,0,high,medium,high,medium,high,,,0
CHEMBL592,CHEMBL592_KEY,CN1CC[C@]23CCCC[C@H]2[C@H]1Cc1ccc(O)cc13,257.38,3.08,1.0,2.0,0.0,23.47,1.0,19.0,0,medium,medium,low,low,high,,,1
CHEMBL59200,CHEMBL59200_KEY,Clc1ccc(/C(=N/c2ccccc2)Nc2ccccc2)cc1,306.8,5.53,1.0,1.0,3.0,24.39,3.0,22.0,0,high,medium,medium,medium,high,,,0
CHEMBL59201,CHEMBL59201_KEY,CCCCCN(CCCCC)C(=O)[C@H](CCC(=O)O)NC(=O)[C@H](Cc1ccc(OP(=O)(O)O)cc1)NC(C)=O,571.61,2.76,5.0,6.0,19.0,182.57,1.0,39.0,0,medium,medium,low,low,low,,,0
CHEMBL59215,CHEMBL59215_KEY,O=C1Nc2ccc(Cl)cc2[C@@](C#CC2CC2)(C(F)(F)F)[C@H]1OCc1cccnc1,420.82,4.49,1.0,3.0,3.0,51.22,2.0,29.0,0,high,high,medium,medium,high,,,0
CHEMBL59219,CHEMBL59219_KEY,C1=C(c2cccc(-c3ccccc3)c2)CCN(C2CC2)C1,275.39,4.61,0.0,1.0,3.0,3.24,2.0,21.0,0,medium,medium,medium,low,high,,,0
CHEMBL59231,CHEMBL59231_KEY,CC(C)SC1=C(SC(C)C)C(=O)C2=C(C[C@H]3[C@H]4[C@H](C(=O)O)C[C@@H](C5OC[C@@H]2N53)N4C)C1=O,478.64,2.52,1.0,8.0,5.0,87.15,0.0,32.0,0,medium,medium,low,low,medium,,,0
CHEMBL59242,CHEMBL59242_KEY,CCCCCC(=O)OCCCOn1cnc2c(O)nc(N)nc21,323.35,1.06,2.0,9.0,9.0,125.38,2.0,23.0,0,low,low,medium,low,medium,,,0
