compound_id,chembl_id,primary_drug,all_drug_names,smiles,smiles_source,mapping_status,mol_molecular_weight,mol_logp,mol_num_hbd,mol_num_hba,mol_num_rotatable_bonds,mol_tpsa,mol_num_aromatic_rings,mol_num_heavy_atoms,mol_formal_charge,mol_num_rings,mol_num_heteroatoms,mol_fraction_csp3,max_clinical_phase,clinical_status,primary_condition,data_source,compound_type,collected_date,efficacy_score,safety_score,success_probability
CHEMBL_CHEMBL16579,CHEMBL16579,ChEMBL_CHEMBL16579,['ChEMBL_CHEMBL16579'],CCC(=O)c1c(O)n(O)c2cc(NC(=O)c3cnc4ccccc4n3)ccc12,CHEMBL16579,success,376.37,3.37,3,7,4,117.34,4,28,0,,,,,Unknown,,chembl_robust,Small molecule,2025-09-01T16:08:52.122877,,,
CHEMBL_CHEMBL273805,CHEMBL273805,ChEMBL_CHEMBL273805,['ChEMBL_CHEMBL273805'],CCOC(=O)C(=O)Nc1nc(-c2ccc3c(c2)OCCO3)cs1,CHEMBL273805,success,334.35,2.08,1,7,3,86.75,2,23,0,,,,,Unknown,,chembl_robust,Small molecule,2025-09-01T16:08:52.122880,,,
CHEMBL_CHEMBL16280,CHEMBL16280,ChEMBL_CHEMBL16280,['ChEMBL_CHEMBL16280'],COc1ccc(-c2csc(NC(=O)C(=O)O)n2)cc1OC,CHEMBL16280,success,308.32,1.85,2,6,4,97.75,2,21,0,,,,,Unknown,,chembl_robust,Small molecule,2025-09-01T16:08:52.122883,,,
CHEMBL_CHEMBL417624,CHEMBL417624,ChEMBL_CHEMBL417624,['ChEMBL_CHEMBL417624'],O=c1c2c(oc(O)c1C(c1cccc(NS(=O)(=O)c3ccc(F)cc3F)c1)C1CC1)CCCCCC2,CHEMBL417624,success,515.58,5.63,2,5,6,96.61,3,36,0,,,,,Unknown,,chembl_robust,Small molecule,2025-09-01T16:08:52.122904,,,
CHEMBL_CHEMBL16641,CHEMBL16641,ChEMBL_CHEMBL16641,['ChEMBL_CHEMBL16641'],CS(=O)(=O)Nc1cccc(C(c2c(O)c3c(oc2=O)CCCCC3)C2CC2)c1,CHEMBL16641,success,403.50,3.53,2,5,5,96.61,2,28,0,,,,,Unknown,,chembl_robust,Small molecule,2025-09-01T16:08:52.122909,,,
CHEMBL_CHEMBL278636,CHEMBL278636,ChEMBL_CHEMBL278636,['ChEMBL_CHEMBL278636'],CCCC(c1cccc(NS(=O)(=O)c2ccc(F)cc2)c1)c1c(O)c2c(oc1=O)CCCCCC2,CHEMBL278636,success,499.60,5.88,2,5,7,96.61,3,35,0,,,,,Unknown,,chembl_robust,Small molecule,2025-09-01T16:08:52.122912,,,
CHEMBL_CHEMBL16339,CHEMBL16339,ChEMBL_CHEMBL16339,['ChEMBL_CHEMBL16339'],O=c1c2c(oc(O)c1C(c1cccc(NS(=O)(=O)c3ccc(Cl)c(Cl)c3Cl)c1)C1CC1)CCCCCC2,CHEMBL16339,success,582.93,7.31,2,5,6,96.61,3,37,0,,,,,Unknown,,chembl_robust,Small molecule,2025-09-01T16:08:52.122916,,,
CHEMBL_CHEMBL280447,CHEMBL280447,ChEMBL_CHEMBL280447,['ChEMBL_CHEMBL280447'],CN(C)c1ccc(S(=O)(=O)Nc2cccc(C(c3c(O)c4c(oc3=O)CCCCCC4)C3CC3)c2)cc1,CHEMBL280447,success,522.67,5.41,2,6,7,99.85,3,37,0,,,,,Unknown,,chembl_robust,Small molecule,2025-09-01T16:08:52.122920,,,
CHEMBL_CHEMBL16406,CHEMBL16406,ChEMBL_CHEMBL16406,['ChEMBL_CHEMBL16406'],O=C(c1ccccc1)c1c(O)n(O)c2cc(NS(=O)(=O)c3cccs3)ccc12,CHEMBL16406,success,414.46,3.68,3,7,5,108.63,4,28,0,,,,,Unknown,,chembl_robust,Small molecule,2025-09-01T16:08:52.122924,,,
CHEMBL_CHEMBL278477,CHEMBL278477,ChEMBL_CHEMBL278477,['ChEMBL_CHEMBL278477'],O=c1c2c(oc(O)c1C(c1cccc(NS(=O)(=O)c3ccc(Cl)cc3Cl)c1)C1CC1)CCCCCC2,CHEMBL278477,success,548.49,6.65,2,5,6,96.61,3,36,0,,,,,Unknown,,chembl_robust,Small molecule,2025-09-01T16:08:52.122928,,,
CHEMBL_CHEMBL16256,CHEMBL16256,ChEMBL_CHEMBL16256,['ChEMBL_CHEMBL16256'],CCCC(c1cccc(NS(=O)(=O)c2ccc(Cl)cc2)c1)c1c(O)c2c(oc1=O)CCCCCC2,CHEMBL16256,success,516.06,6.39,2,5,7,96.61,3,35,0,,,,,Unknown,,chembl_robust,Small molecule,2025-09-01T16:08:52.122931,,,
CHEMBL_CHEMBL275420,CHEMBL275420,ChEMBL_CHEMBL275420,['ChEMBL_CHEMBL275420'],O=C(Nc1ccc2c(C(=O)c3ccccc3)c(O)n(O)c2c1)c1ccc(Cl)cc1Cl,CHEMBL275420,success,441.27,5.37,3,5,4,91.56,4,30,0,,,,,Unknown,,chembl_robust,Small molecule,2025-09-01T16:08:52.122934,,,
CHEMBL_CHEMBL16234,CHEMBL16234,ChEMBL_CHEMBL16234,['ChEMBL_CHEMBL16234'],O=c1c2c(oc(O)c1C(c1cccc(NS(=O)(=O)c3ccc(Cl)cc3)c1)C1CC1)CCCCCC2,CHEMBL16234,success,514.04,6.00,2,5,6,96.61,3,35,0,,,,,Unknown,,chembl_robust,Small molecule,2025-09-01T16:08:52.122937,,,
CHEMBL_CHEMBL280054,CHEMBL280054,ChEMBL_CHEMBL280054,['ChEMBL_CHEMBL280054'],O=C(O)c1ccccc1[C@H]1CC[C@H]2CN[C@H](C(=O)O)C[C@H]2C1,CHEMBL280054,success,303.36,2.33,3,3,3,86.63,1,22,0,,,,,Unknown,,chembl_robust,Small molecule,2025-09-01T16:08:52.122939,,,
CHEMBL_CHEMBL16342,CHEMBL16342,ChEMBL_CHEMBL16342,['ChEMBL_CHEMBL16342'],O=C(O)[C@@H]1C[C@H]2C[C@@H](c3ccsc3-c3nn[nH]n3)CC[C@H]2CN1,CHEMBL16342,success,333.42,1.87,3,6,3,103.79,2,23,0,,,,,Unknown,,chembl_robust,Small molecule,2025-09-01T16:08:52.122941,,,
CHEMBL_CHEMBL16636,CHEMBL16636,ChEMBL_CHEMBL16636,['ChEMBL_CHEMBL16636'],O=c1c2c(oc(O)c1C(c1cccc(NS(=O)(=O)c3ccccn3)c1)C1CC1)CCCCCC2,CHEMBL16636,success,480.59,4.74,2,6,6,109.50,3,34,0,,,,,Unknown,,chembl_robust,Small molecule,2025-09-01T16:08:52.122944,,,
CHEMBL_CHEMBL16313,CHEMBL16313,ChEMBL_CHEMBL16313,['ChEMBL_CHEMBL16313'],CCC(=O)c1c(O)n(O)c2cc(NC(=O)Nc3ccccc3)ccc12,CHEMBL16313,success,339.35,3.82,4,5,4,103.59,3,25,0,,,,,Unknown,,chembl_robust,Small molecule,2025-09-01T16:08:52.122946,,,
CHEMBL_CHEMBL16232,CHEMBL16232,ChEMBL_CHEMBL16232,['ChEMBL_CHEMBL16232'],O=c1c2c(oc(O)c1C(c1cccc(NS(=O)(=O)c3ncccn3)c1)C1CC1)CCCCCC2,CHEMBL16232,success,481.57,4.14,2,7,6,122.39,3,34,0,,,,,Unknown,,chembl_robust,Small molecule,2025-09-01T16:08:52.122949,,,
CHEMBL_CHEMBL16233,CHEMBL16233,ChEMBL_CHEMBL16233,['ChEMBL_CHEMBL16233'],O=C(c1ccccc1)c1c(O)n(O)c2cc(NC(=O)C3CCCCC3)ccc12,CHEMBL16233,success,378.43,4.33,3,5,4,91.56,3,28,0,,,,,Unknown,,chembl_robust,Small molecule,2025-09-01T16:08:52.122951,,,
CHEMBL_CHEMBL16405,CHEMBL16405,ChEMBL_CHEMBL16405,['ChEMBL_CHEMBL16405'],O=C(O)C(=O)/C=C(\O)c1ccc(C2CCCCC2)cc1,CHEMBL16405,success,274.32,3.29,2,3,4,74.60,1,20,0,,,,,Unknown,,chembl_robust,Small molecule,2025-09-01T16:08:52.122953,,,
CHEMBL_CHEMBL16326,CHEMBL16326,ChEMBL_CHEMBL16326,['ChEMBL_CHEMBL16326'],O=C(O)C(=O)/C=C(\O)c1ccccc1,CHEMBL16326,success,192.17,1.24,2,3,3,74.60,1,14,0,,,,,Unknown,,chembl_robust,Small molecule,2025-09-01T16:08:52.122955,,,
CHEMBL_CHEMBL280300,CHEMBL280300,ChEMBL_CHEMBL280300,['ChEMBL_CHEMBL280300'],Cc1cccc(-n2nc3c(=O)[nH]c4ccccc4n3c2=O)c1,CHEMBL280300,success,292.30,1.64,1,5,1,72.16,4,22,0,,,,,Unknown,,chembl_robust,Small molecule,2025-09-01T16:08:52.122958,,,
CHEMBL_CHEMBL16242,CHEMBL16242,ChEMBL_CHEMBL16242,['ChEMBL_CHEMBL16242'],O=c1[nH]c2ccccc2n2c(=O)n(-c3ccccc3)nc12,CHEMBL16242,success,278.27,1.33,1,5,1,72.16,4,21,0,,,,,Unknown,,chembl_robust,Small molecule,2025-09-01T16:08:52.122960,,,
CHEMBL_CHEMBL16888,CHEMBL16888,ChEMBL_CHEMBL16888,['ChEMBL_CHEMBL16888'],N[C@@H](Cc1ccc(O)cc1)C(=O)NC1CCCCC[C@@H](C(=O)O)NC(=O)C2(CCCC2)CCNC1=O,CHEMBL16888,success,502.61,1.35,6,6,5,170.85,1,36,0,,,,,Unknown,,chembl_robust,Small molecule,2025-09-01T16:08:52.122963,,,
CHEMBL_CHEMBL16711,CHEMBL16711,ChEMBL_CHEMBL16711,['ChEMBL_CHEMBL16711'],O=C(O)c1ccc(S(=O)(=O)Nc2cccc(C(c3c(O)c4c(oc3=O)CCCCCC4)C3CC3)c2)cc1,CHEMBL16711,success,523.61,5.05,3,6,7,133.91,3,37,0,,,,,Unknown,,chembl_robust,Small molecule,2025-09-01T16:08:52.122966,,,
CHEMBL_CHEMBL265334,CHEMBL265334,ChEMBL_CHEMBL265334,['ChEMBL_CHEMBL265334'],COc1ccccc1C(=O)N(C)CC1(c2ccccc2)CCC(=O)CC1,CHEMBL265334,success,351.45,3.85,0,3,5,46.61,2,26,0,,,,,Unknown,,chembl_robust,Small molecule,2025-09-01T16:08:52.122968,,,
CHEMBL_CHEMBL280325,CHEMBL280325,ChEMBL_CHEMBL280325,['ChEMBL_CHEMBL280325'],COc1ccc([N+](=O)[O-])cc1N1C[C@H](CNC(C)=O)OC1=O,CHEMBL280325,success,309.28,1.06,1,6,5,111.01,1,22,0,,,,,Unknown,,chembl_robust,Small molecule,2025-09-01T16:08:52.122970,,,
CHEMBL_CHEMBL16455,CHEMBL16455,ChEMBL_CHEMBL16455,['ChEMBL_CHEMBL16455'],C#Cc1ccc(N2C[C@H](CNC(C)=O)OC2=O)c(F)c1,CHEMBL16455,success,276.27,1.27,1,3,3,58.64,1,20,0,,,,,Unknown,,chembl_robust,Small molecule,2025-09-01T16:08:52.122973,,,
CHEMBL_CHEMBL16634,CHEMBL16634,ChEMBL_CHEMBL16634,['ChEMBL_CHEMBL16634'],CC(=O)NC[C@H]1CN(c2ccc(C(C)=O)c(C)c2)C(=O)O1,CHEMBL16634,success,290.32,1.66,1,4,4,75.71,1,21,0,,,,,Unknown,,chembl_robust,Small molecule,2025-09-01T16:08:52.122975,,,
CHEMBL_CHEMBL16646,CHEMBL16646,ChEMBL_CHEMBL16646,['ChEMBL_CHEMBL16646'],CC(=O)NCC1CN(c2cccc(F)c2)C(=O)O1,CHEMBL16646,success,252.25,1.29,1,3,3,58.64,1,18,0,,,,,Unknown,,chembl_robust,Small molecule,2025-09-01T16:08:52.122977,,,
CHEMBL_CHEMBL16610,CHEMBL16610,ChEMBL_CHEMBL16610,['ChEMBL_CHEMBL16610'],CC(=O)NCC1CN(c2ccccc2)C(=O)O1,CHEMBL16610,success,234.25,1.15,1,3,3,58.64,1,17,0,,,,,Unknown,,chembl_robust,Small molecule,2025-09-01T16:08:52.122983,,,
CHEMBL_CHEMBL16653,CHEMBL16653,ChEMBL_CHEMBL16653,['ChEMBL_CHEMBL16653'],CCCc1cc(N2CC(CNC(C)=O)OC2=O)ccc1C(C)=O,CHEMBL16653,success,318.37,2.30,1,4,6,75.71,1,23,0,,,,,Unknown,,chembl_robust,Small molecule,2025-09-01T16:08:52.122985,,,
CHEMBL_CHEMBL16385,CHEMBL16385,ChEMBL_CHEMBL16385,['ChEMBL_CHEMBL16385'],N[C@@H](Cc1ccc(O)cc1)C(=O)N/C1=C/CCCC[C@@H](C(=O)O)NC(=O)C2(CCCC2)CCNC1=O,CHEMBL16385,success,500.60,1.47,6,6,5,170.85,1,36,0,,,,,Unknown,,chembl_robust,Small molecule,2025-09-01T16:08:52.122988,,,
CHEMBL_CHEMBL275419,CHEMBL275419,ChEMBL_CHEMBL275419,['ChEMBL_CHEMBL275419'],CC(C)C(c1cccc(NS(=O)(=O)c2ccc(C#N)cc2)c1)c1c(O)c2c(oc1=O)CCCCCC2,CHEMBL275419,success,506.62,5.46,2,6,6,120.40,3,36,0,,,,,Unknown,,chembl_robust,Small molecule,2025-09-01T16:08:52.122990,,,
CHEMBL_CHEMBL279870,CHEMBL279870,ChEMBL_CHEMBL279870,['ChEMBL_CHEMBL279870'],O=c1n(-c2cccc(F)c2)nc2c(NC3CCCCC3)nc3ccccc3n12,CHEMBL279870,success,377.42,3.92,1,6,3,64.22,4,28,0,,,,,Unknown,,chembl_robust,Small molecule,2025-09-01T16:08:52.122992,,,
CHEMBL_CHEMBL275421,CHEMBL275421,ChEMBL_CHEMBL275421,['ChEMBL_CHEMBL275421'],Cc1cccc(-n2nc3c(NC4CCCCC4)nc4ccccc4n3c2=O)c1,CHEMBL275421,success,373.46,4.09,1,6,3,64.22,4,28,0,,,,,Unknown,,chembl_robust,Small molecule,2025-09-01T16:08:52.122995,,,
CHEMBL_CHEMBL274273,CHEMBL274273,ChEMBL_CHEMBL274273,['ChEMBL_CHEMBL274273'],CCC(=O)Nc1nc2ccccc2n2c(=O)n(-c3ccccc3)nc12,CHEMBL274273,success,333.35,2.38,1,6,3,81.29,4,25,0,,,,,Unknown,,chembl_robust,Small molecule,2025-09-01T16:08:52.122997,,,
CHEMBL_CHEMBL16308,CHEMBL16308,ChEMBL_CHEMBL16308,['ChEMBL_CHEMBL16308'],C=CCN(C)C(=O)O[C@H]1CC[C@@](CNC(=O)c2ccccc2OC)(c2ccccc2)CC1,CHEMBL16308,success,436.55,4.56,1,4,8,67.87,2,32,0,,,,,Unknown,,chembl_robust,Small molecule,2025-09-01T16:08:52.122999,,,
CHEMBL_CHEMBL278660,CHEMBL278660,ChEMBL_CHEMBL278660,['ChEMBL_CHEMBL278660'],C=CCNC(=O)O[C@H]1CC[C@@](CNC(=O)c2ccccc2OC)(c2ccccc2)CC1,CHEMBL278660,success,422.53,4.22,2,4,8,76.66,2,31,0,,,,,Unknown,,chembl_robust,Small molecule,2025-09-01T16:08:52.123001,,,
CHEMBL_CHEMBL278687,CHEMBL278687,ChEMBL_CHEMBL278687,['ChEMBL_CHEMBL278687'],O=c1c2c(oc(O)c1C(c1cccc(NS(=O)(=O)c3cscn3)c1)C1CC1)CCCCCC2,CHEMBL278687,success,486.62,4.80,2,7,6,109.50,3,33,0,,,,,Unknown,,chembl_robust,Small molecule,2025-09-01T16:08:52.123003,,,
CHEMBL_CHEMBL277359,CHEMBL277359,ChEMBL_CHEMBL277359,['ChEMBL_CHEMBL277359'],CC(=O)NC[C@H]1CN(c2ccc(C)c(C)c2)C(=O)O1,CHEMBL277359,success,262.31,1.76,1,3,3,58.64,1,19,0,,,,,Unknown,,chembl_robust,Small molecule,2025-09-01T16:08:52.123005,,,
CHEMBL_CHEMBL416538,CHEMBL416538,ChEMBL_CHEMBL416538,['ChEMBL_CHEMBL416538'],C/C=C/C(=O)N[C@H]1CC[C@@](CNC(=O)c2ccccc2OC)(c2ccccc2)CC1,CHEMBL416538,success,406.53,4.00,2,3,7,67.43,2,30,0,,,,,Unknown,,chembl_robust,Small molecule,2025-09-01T16:08:52.123007,,,
CHEMBL_CHEMBL16974,CHEMBL16974,ChEMBL_CHEMBL16974,['ChEMBL_CHEMBL16974'],CC(=O)NCC1CN(c2cccc(N)c2)C(=O)O1,CHEMBL16974,success,249.27,0.73,2,4,3,84.66,1,18,0,,,,,Unknown,,chembl_robust,Small molecule,2025-09-01T16:08:52.123010,,,
CHEMBL_CHEMBL17098,CHEMBL17098,ChEMBL_CHEMBL17098,['ChEMBL_CHEMBL17098'],O=C(O)[C@@H]1C[C@H]2C[C@@H](c3ccc(-c4nn[nH]n4)s3)CC[C@H]2CN1,CHEMBL17098,success,333.42,1.87,3,6,3,103.79,2,23,0,,,,,Unknown,,chembl_robust,Small molecule,2025-09-01T16:08:52.123012,,,
CHEMBL_CHEMBL16536,CHEMBL16536,ChEMBL_CHEMBL16536,['ChEMBL_CHEMBL16536'],O=c1c2c(oc(O)c1C(c1cccc(NS(=O)(=O)c3ccc4ccccc4n3)c1)C1CC1)CCCCCC2,CHEMBL16536,success,530.65,5.90,2,6,6,109.50,4,38,0,,,,,Unknown,,chembl_robust,Small molecule,2025-09-01T16:08:52.123014,,,
CHEMBL_CHEMBL16575,CHEMBL16575,ChEMBL_CHEMBL16575,['ChEMBL_CHEMBL16575'],COc1cc(OC)cc(N2CC(CNC(C)=O)OC2=O)c1,CHEMBL16575,success,294.31,1.17,1,5,5,77.10,1,21,0,,,,,Unknown,,chembl_robust,Small molecule,2025-09-01T16:08:52.123016,,,
CHEMBL_CHEMBL277968,CHEMBL277968,ChEMBL_CHEMBL277968,['ChEMBL_CHEMBL277968'],CC(=O)NCC1CN(c2cc(C)cc(C)c2)C(=O)O1,CHEMBL277968,success,262.31,1.76,1,3,3,58.64,1,19,0,,,,,Unknown,,chembl_robust,Small molecule,2025-09-01T16:08:52.123018,,,
CHEMBL_CHEMBL274268,CHEMBL274268,ChEMBL_CHEMBL274268,['ChEMBL_CHEMBL274268'],CC(=O)NCC1CN(c2cccc(Br)c2)C(=O)O1,CHEMBL274268,success,313.15,1.91,1,3,3,58.64,1,18,0,,,,,Unknown,,chembl_robust,Small molecule,2025-09-01T16:08:52.123020,,,
CHEMBL_CHEMBL279120,CHEMBL279120,ChEMBL_CHEMBL279120,['ChEMBL_CHEMBL279120'],O=C(O)c1cccc([C@H]2CC[C@H]3CN[C@H](C(=O)O)C[C@H]3C2)c1,CHEMBL279120,success,303.36,2.33,3,3,3,86.63,1,22,0,,,,,Unknown,,chembl_robust,Small molecule,2025-09-01T16:08:52.123022,,,
CHEMBL_CHEMBL276059,CHEMBL276059,ChEMBL_CHEMBL276059,['ChEMBL_CHEMBL276059'],COc1ccccc1C(=O)NC[C@]1(c2ccccc2)CC[C@H](NC(=O)Cc2ccccc2)CC1,CHEMBL276059,success,456.59,4.66,2,3,8,67.43,3,34,0,,,,,Unknown,,chembl_robust,Small molecule,2025-09-01T16:08:52.123024,,,
CHEMBL_CHEMBL16856,CHEMBL16856,ChEMBL_CHEMBL16856,['ChEMBL_CHEMBL16856'],CC(C)C(c1cccc(NS(=O)(=O)c2cn(C)cn2)c1)c1c(O)c2c(oc1=O)CCCCCC2,CHEMBL16856,success,485.61,4.33,2,7,6,114.43,3,34,0,,,,,Unknown,,chembl_robust,Small molecule,2025-09-01T16:08:52.123027,,,
CHEMBL_CHEMBL278476,CHEMBL278476,ChEMBL_CHEMBL278476,['ChEMBL_CHEMBL278476'],N[C@@H](Cc1ccc(O)cc1)C(=O)N/C1=C/CCC[C@@H](C(=O)O)NC(=O)C2(CCCC2)CCNC1=O,CHEMBL278476,success,486.57,1.08,6,6,5,170.85,1,35,0,,,,,Unknown,,chembl_robust,Small molecule,2025-09-01T16:08:52.123029,,,
CHEMBL_CHEMBL16737,CHEMBL16737,ChEMBL_CHEMBL16737,['ChEMBL_CHEMBL16737'],COc1ccc(-n2nc3c(=O)[nH]c4ccccc4n3c2=O)cc1,CHEMBL16737,success,308.30,1.34,1,6,2,81.39,4,23,0,,,,,Unknown,,chembl_robust,Small molecule,2025-09-01T16:08:52.123031,,,
CHEMBL_CHEMBL16351,CHEMBL16351,ChEMBL_CHEMBL16351,['ChEMBL_CHEMBL16351'],O=c1c2c(oc(O)c1C(c1cccc(NS(=O)(=O)c3ccc(I)cc3)c1)C1CC1)CCCCCC2,CHEMBL16351,success,605.49,5.95,2,5,6,96.61,3,35,0,,,,,Unknown,,chembl_robust,Small molecule,2025-09-01T16:08:52.123033,,,
CHEMBL_CHEMBL16084,CHEMBL16084,ChEMBL_CHEMBL16084,['ChEMBL_CHEMBL16084'],CCS(=O)(=O)Nc1cccc(C(c2c(O)c3c(oc2=O)CCCCCC3)C2CC2)c1,CHEMBL16084,success,431.55,4.31,2,5,6,96.61,2,30,0,,,,,Unknown,,chembl_robust,Small molecule,2025-09-01T16:08:52.123036,,,
CHEMBL_CHEMBL16215,CHEMBL16215,ChEMBL_CHEMBL16215,['ChEMBL_CHEMBL16215'],COc1ccc(NC(=O)Nc2nc3ccccc3n3c(=O)n(-c4ccccc4)nc23)cc1,CHEMBL16215,success,426.44,3.69,2,7,4,102.55,5,32,0,,,,,Unknown,,chembl_robust,Small molecule,2025-09-01T16:08:52.123038,,,
CHEMBL_CHEMBL278199,CHEMBL278199,ChEMBL_CHEMBL278199,['ChEMBL_CHEMBL278199'],N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@H]1CSSC[C@@H](C(=O)O)NC(=O)C2(CCCC2)CCNC1=O,CHEMBL278199,success,524.67,0.78,6,8,5,170.85,1,35,0,,,,,Unknown,,chembl_robust,Small molecule,2025-09-01T16:08:52.123040,,,
CHEMBL_CHEMBL16763,CHEMBL16763,ChEMBL_CHEMBL16763,['ChEMBL_CHEMBL16763'],COC(=O)c1cccc(Sc2c(C)c(=O)[nH]c(=O)n2COCCO)c1,CHEMBL16763,success,366.40,0.75,2,8,7,110.62,2,25,0,,,,,Unknown,,chembl_robust,Small molecule,2025-09-01T16:08:56.950138,,,
CHEMBL_CHEMBL16618,CHEMBL16618,ChEMBL_CHEMBL16618,['ChEMBL_CHEMBL16618'],Fc1ccc(C2=CCc3ccccc3N=C2N2CCN(C3CCCCC3)CC2)cc1.O=C(O)/C=C/C(=O)O,CHEMBL16618,success,519.62,5.45,0,3,2,18.84,2,30,0,,,,,Unknown,,chembl_robust,Small molecule,2025-09-01T16:08:56.950153,,,
CHEMBL_CHEMBL280279,CHEMBL280279,ChEMBL_CHEMBL280279,['ChEMBL_CHEMBL280279'],Cc1ccccc1Sc1c(C)c(=O)[nH]c(=O)n1COCCO,CHEMBL280279,success,322.39,1.27,2,6,6,84.32,2,22,0,,,,,Unknown,,chembl_robust,Small molecule,2025-09-01T16:08:56.950156,,,
CHEMBL_CHEMBL16535,CHEMBL16535,ChEMBL_CHEMBL16535,['ChEMBL_CHEMBL16535'],Cc1cccc(Sc2c(C)c(=O)[nH]c(=O)n2COCCO)c1,CHEMBL16535,success,322.39,1.27,2,6,6,84.32,2,22,0,,,,,Unknown,,chembl_robust,Small molecule,2025-09-01T16:08:56.950159,,,
CHEMBL_CHEMBL17115,CHEMBL17115,ChEMBL_CHEMBL17115,['ChEMBL_CHEMBL17115'],OCC1CCC(n2cnc3c(S)ncnc32)O1,CHEMBL17115,success,252.30,0.78,2,7,2,73.06,2,17,0,,,,,Unknown,,chembl_robust,Small molecule,2025-09-01T16:08:56.950162,,,
CHEMBL_CHEMBL279829,CHEMBL279829,ChEMBL_CHEMBL279829,['ChEMBL_CHEMBL279829'],O=C1NCc2c(-c3ccccc3)cc3[nH]c4ccc(Br)cc4c3c21,CHEMBL279829,success,377.24,4.99,2,1,1,44.89,4,24,0,,,,,Unknown,,chembl_robust,Small molecule,2025-09-01T16:08:56.950164,,,
CHEMBL_CHEMBL277967,CHEMBL277967,ChEMBL_CHEMBL277967,['ChEMBL_CHEMBL277967'],CC(C)(C)OC(=O)/C=C/c1ccc2[nH]c3cc(-c4ccccc4)c4c(c3c2c1)C(=O)NC4,CHEMBL277967,success,424.50,5.59,2,3,3,71.19,4,32,0,,,,,Unknown,,chembl_robust,Small molecule,2025-09-01T16:08:56.950166,,,
CHEMBL_CHEMBL274918,CHEMBL274918,ChEMBL_CHEMBL274918,['ChEMBL_CHEMBL274918'],CCCCN1CCN(C2=Nc3ccc(CC)cc3CC=C2c2ccccc2)CC1.O=C(O)/C=C/C(=O)O,CHEMBL274918,success,503.64,5.34,0,3,5,18.84,2,29,0,,,,,Unknown,,chembl_robust,Small molecule,2025-09-01T16:08:56.950169,,,
CHEMBL_CHEMBL274271,CHEMBL274271,ChEMBL_CHEMBL274271,['ChEMBL_CHEMBL274271'],CC(C)(C)c1cc(-c2nnc(SCCN)s2)cc(C(C)(C)C)c1O,CHEMBL274271,success,365.57,4.56,2,6,4,72.03,2,24,0,,,,,Unknown,,chembl_robust,Small molecule,2025-09-01T16:08:56.950172,,,
CHEMBL_CHEMBL16753,CHEMBL16753,ChEMBL_CHEMBL16753,['ChEMBL_CHEMBL16753'],CC(C)(C)c1cc(-c2nnc(SCCC(=O)O)s2)cc(C(C)(C)C)c1O,CHEMBL16753,success,394.56,5.07,2,6,5,83.31,2,26,0,,,,,Unknown,,chembl_robust,Small molecule,2025-09-01T16:08:56.950174,,,
CHEMBL_CHEMBL16907,CHEMBL16907,ChEMBL_CHEMBL16907,['ChEMBL_CHEMBL16907'],OCC1CCC(n2cnc3c(I)ncnc32)O1,CHEMBL16907,success,346.13,1.10,1,6,2,73.06,2,17,0,,,,,Unknown,,chembl_robust,Small molecule,2025-09-01T16:08:56.950176,,,
CHEMBL_CHEMBL16684,CHEMBL16684,ChEMBL_CHEMBL16684,['ChEMBL_CHEMBL16684'],CCc1c(Sc2cc(C)cc(C)c2)n(COCCO)c(=O)[nH]c1=O,CHEMBL16684,success,350.44,1.83,2,6,7,84.32,2,24,0,,,,,Unknown,,chembl_robust,Small molecule,2025-09-01T16:08:56.950179,,,
CHEMBL_CHEMBL422568,CHEMBL422568,ChEMBL_CHEMBL422568,['ChEMBL_CHEMBL422568'],CC(C)CC(=O)NCCNCC(O)c1ccccc1,CHEMBL422568,success,264.37,1.47,3,3,8,61.36,1,19,0,,,,,Unknown,,chembl_robust,Small molecule,2025-09-01T16:08:56.950181,,,
CHEMBL_CHEMBL16862,CHEMBL16862,ChEMBL_CHEMBL16862,['ChEMBL_CHEMBL16862'],CC(C)C(=O)NCCNCC(O)c1ccccc1,CHEMBL16862,success,250.34,1.08,3,3,7,61.36,1,18,0,,,,,Unknown,,chembl_robust,Small molecule,2025-09-01T16:08:56.950183,,,
CHEMBL_CHEMBL16585,CHEMBL16585,ChEMBL_CHEMBL16585,['ChEMBL_CHEMBL16585'],CCCC(=O)NCCNCC(O)c1ccccc1,CHEMBL16585,success,250.34,1.23,3,3,8,61.36,1,18,0,,,,,Unknown,,chembl_robust,Small molecule,2025-09-01T16:08:56.950186,,,
CHEMBL_CHEMBL16663,CHEMBL16663,ChEMBL_CHEMBL16663,['ChEMBL_CHEMBL16663'],C[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)Nc1ccc2c(ccc[n+]2C)c1,CHEMBL16663,success,506.58,1.93,4,5,9,129.51,3,37,0,,,,,Unknown,,chembl_robust,Small molecule,2025-09-01T16:08:56.950188,,,
CHEMBL_CHEMBL279360,CHEMBL279360,ChEMBL_CHEMBL279360,['ChEMBL_CHEMBL279360'],CCc1c(Sc2ccccc2)n(COCCO)c(=O)[nH]c1=O,CHEMBL279360,success,322.39,1.22,2,6,7,84.32,2,22,0,,,,,Unknown,,chembl_robust,Small molecule,2025-09-01T16:08:56.950190,,,
