compound_id,primary_drug,all_drug_names,smiles,smiles_source,mapping_status,mol_molecular_weight,mol_logp,mol_num_hbd,mol_num_hba,mol_num_rotatable_bonds,mol_tpsa,mol_num_aromatic_rings,mol_num_heavy_atoms,mol_formal_charge,mol_num_rings,mol_num_heteroatoms,mol_fraction_csp3,max_clinical_phase,clinical_status,primary_condition,nct_id,trial_title,enrollment_count,start_date,completion_date,data_source,compound_type,study_type,primary_phase,overall_status,lead_sponsor,sponsor_class,collected_date,efficacy_score,safety_score,success_probability
CHEMBL_CHEMBL3989569,IBANDRONATE SODIUM,['IBANDRONATE SODIUM'],CCCCCN(C)CCC(O)(P(=O)([O-])O)P(=O)(O)O.O.[Na+],CHEMBL3989569,success,359.23,0.50,5.0,4.0,9.0,138.53,0.0,19.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:50.887585,,,1.0
CHEMBL_CHEMBL3989570,HYOSCYAMINE SULFATE,['HYOSCYAMINE SULFATE'],CN1[C@@H]2CC[C@H]1C[C@@H](OC(=O)[C@H](CO)c1ccccc1)C2.CN1[C@@H]2CC[C@H]1C[C@@H](OC(=O)[C@H](CO)c1ccccc1)C2.O.O.O=S(=O)(O)O,CHEMBL3989570,success,712.86,1.93,1.0,4.0,4.0,49.77,1.0,21.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:50.887587,,,1.0
CHEMBL_CHEMBL3989571,SPECTINOMYCIN HYDROCHLORIDE,['SPECTINOMYCIN HYDROCHLORIDE'],CN[C@@H]1[C@H](O)[C@H](NC)[C@H]2O[C@@]3(O)C(=O)C[C@@H](C)O[C@H]3O[C@@H]2[C@H]1O.Cl.Cl.O.O.O.O.O,CHEMBL3989571,success,495.35,-2.93,5.0,9.0,2.0,129.51,0.0,23.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:50.887590,,,1.0
CHEMBL_CHEMBL3989581,DOPEXAMINE HYDROCHLORIDE,['DOPEXAMINE HYDROCHLORIDE'],Cl.Cl.Oc1ccc(CCNCCCCCCNCCc2ccccc2)cc1O,CHEMBL3989581,success,429.43,3.62,4.0,4.0,13.0,64.52,2.0,26.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:50.887593,,,1.0
CHEMBL_CHEMBL3989640,MAGNESIUM GLUCONATE,['MAGNESIUM GLUCONATE'],O.O.O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.[Mg+2],CHEMBL3989640,success,450.63,,,,,,,,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:50.887595,,,1.0
CHEMBL_CHEMBL3989646,PIRBUTEROL HYDROCHLORIDE,['PIRBUTEROL HYDROCHLORIDE'],CC(C)(C)NCC(O)c1ccc(O)c(CO)n1.Cl.Cl,CHEMBL3989646,success,313.23,0.70,4.0,5.0,4.0,85.61,1.0,17.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:50.887598,,,1.0
CHEMBL_CHEMBL3989676,OXYPHENBUTAZONE,['OXYPHENBUTAZONE'],CCCCC1C(=O)N(c2ccccc2)N(c2ccc(O)cc2)C1=O.O,CHEMBL3989676,success,342.40,3.49,1.0,3.0,5.0,60.85,2.0,24.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:50.887601,,,1.0
CHEMBL_CHEMBL3989677,HYDROCODONE BITARTRATE,['HYDROCODONE BITARTRATE'],COc1ccc2c3c1O[C@H]1C(=O)CC[C@H]4[C@@H](C2)N(C)CC[C@]314.O.O.O=C(O)C(O)C(O)C(=O)O,CHEMBL3989677,success,485.49,1.93,0.0,4.0,1.0,38.77,1.0,22.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:50.887604,,,1.0
CHEMBL_CHEMBL3989678,PIPERAZINE CITRATE,['PIPERAZINE CITRATE'],C1CNCCN1.C1CNCCN1.C1CNCCN1.O.O=C(O)CC(O)(CC(=O)O)C(=O)O.O=C(O)CC(O)(CC(=O)O)C(=O)O,CHEMBL3989678,success,660.67,,,,,,,,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:50.887607,,,1.0
CHEMBL_CHEMBL3989691,ELTROMBOPAG OLAMINE,['ELTROMBOPAG OLAMINE'],CC1=NN(c2ccc(C)c(C)c2)C(=O)/C1=N\Nc1cccc(-c2cccc(C(=O)O)c2)c1O.NCCO.NCCO,CHEMBL3989691,success,564.64,4.56,3.0,6.0,5.0,114.59,3.0,33.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:50.887609,,,1.0
CHEMBL_CHEMBL3989693,LEVALBUTEROL TARTRATE,['LEVALBUTEROL TARTRATE'],CC(C)(C)NC[C@H](O)c1ccc(O)c(CO)c1.CC(C)(C)NC[C@H](O)c1ccc(O)c(CO)c1.O=C(O)C(O)C(O)C(=O)O,CHEMBL3989693,success,628.72,1.31,4.0,4.0,4.0,72.72,1.0,17.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:50.887612,,,1.0
CHEMBL_CHEMBL3989694,OLANZAPINE PAMOATE,['OLANZAPINE PAMOATE'],Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1.O.O=C(O)c1cc2ccccc2c(Cc2c(O)c(C(=O)O)cc3ccccc23)c1O,CHEMBL3989694,success,718.83,3.44,1.0,5.0,0.0,30.87,2.0,22.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:50.887614,,,1.0
CHEMBL_CHEMBL3989695,REGADENOSON,['REGADENOSON'],CNC(=O)c1cnn(-c2nc(N)c3ncn([C@@H]4O[C@H](CO)[C@@H](O)[C@H]4O)c3n2)c1.O,CHEMBL3989695,success,408.38,-2.43,5.0,12.0,4.0,186.46,3.0,28.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:50.887617,,,1.0
CHEMBL_CHEMBL3989697,RIBOFLAVIN 5'-PHOSPHATE SODIUM,"[""RIBOFLAVIN 5'-PHOSPHATE SODIUM""]",Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])O)c2cc1C.O.O.[Na+],CHEMBL3989697,success,514.36,-1.61,6.0,10.0,7.0,208.09,1.0,31.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:50.887620,,,1.0
CHEMBL_CHEMBL3989698,TRANYLCYPROMINE SULFATE,['TRANYLCYPROMINE SULFATE'],N[C@@H]1C[C@H]1c1ccccc1.N[C@H]1C[C@@H]1c1ccccc1.O=S(=O)(O)O,CHEMBL3989698,success,364.47,,,,,,,,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:50.887623,,,1.0
CHEMBL_CHEMBL3989715,MUPIROCIN CALCIUM,['MUPIROCIN CALCIUM'],C/C(=C\C(=O)OCCCCCCCCC(=O)[O-])C[C@@H]1OC[C@H](C[C@@H]2O[C@H]2[C@@H](C)[C@H](C)O)[C@@H](O)[C@H]1O.C/C(=C\C(=O)OCCCCCCCCC(=O)[O-])C[C@@H]1OC[C@H](C[C@@H]2O[C@H]2[C@@H](C)[C@H](C)O)[C@@H](O)[C@H]1O.O.O.[Ca+2],CHEMBL3989715,success,1075.35,2.59,4.0,8.0,16.0,146.05,0.0,35.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:50.887625,,,1.0
CHEMBL_CHEMBL3989716,PROPOXYPHENE NAPSYLATE,['PROPOXYPHENE NAPSYLATE'],CCC(=O)O[C@](Cc1ccccc1)(c1ccccc1)[C@H](C)CN(C)C.O.O=S(=O)(O)c1ccc2ccccc2c1,CHEMBL3989716,success,565.73,4.28,0.0,3.0,8.0,29.54,2.0,25.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:50.887628,,,1.0
CHEMBL_CHEMBL3989724,FLURAZEPAM HYDROCHLORIDE,['FLURAZEPAM HYDROCHLORIDE'],CCN(CC)CCN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21.Cl.Cl,CHEMBL3989724,success,460.81,4.00,0.0,3.0,6.0,35.91,2.0,27.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:50.887631,,,1.0
CHEMBL_CHEMBL3989725,LODOXAMIDE TROMETHAMINE,['LODOXAMIDE TROMETHAMINE'],N#Cc1cc(NC(=O)C(=O)O)c(Cl)c(NC(=O)C(=O)O)c1.NC(CO)(CO)CO.NC(CO)(CO)CO,CHEMBL3989725,success,553.91,0.26,4.0,5.0,2.0,156.59,1.0,21.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:50.887634,,,1.0
CHEMBL_CHEMBL3989728,MENADIOL SODIUM DIPHOSPHATE,['MENADIOL SODIUM DIPHOSPHATE'],Cc1cc(OP(=O)([O-])[O-])c2ccccc2c1OP(=O)([O-])[O-].O.O.O.O.O.O.[Na+].[Na+].[Na+].[Na+],CHEMBL3989728,success,530.18,2.09,4.0,4.0,4.0,133.52,2.0,21.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:50.887637,,,1.0
CHEMBL_CHEMBL3989740,DOXYCYCLINE HYCLATE,['DOXYCYCLINE HYCLATE'],CCO.C[C@H]1c2cccc(O)c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21.C[C@H]1c2cccc(O)c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21.Cl.Cl.O,CHEMBL3989740,success,1025.89,-0.35,6.0,9.0,2.0,181.62,1.0,32.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:50.887640,,,1.0
CHEMBL_CHEMBL3989750,GLUCOSAMINE SULFATE,['GLUCOSAMINE SULFATE'],N[C@H]1C(O)O[C@H](CO)[C@@H](O)[C@@H]1O.N[C@H]1C(O)O[C@H](CO)[C@@H](O)[C@@H]1O.O=S(=O)(O)O,CHEMBL3989750,success,456.42,-3.25,5.0,6.0,1.0,116.17,0.0,12.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:50.887642,,,1.0
CHEMBL_CHEMBL3989754,FLURBIPROFEN SODIUM,['FLURBIPROFEN SODIUM'],CC(C(=O)[O-])c1ccc(-c2ccccc2)c(F)c1.O.O.[Na+],CHEMBL3989754,success,302.28,3.68,1.0,1.0,3.0,37.30,2.0,18.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:50.887645,,,1.0
CHEMBL_CHEMBL3989756,TALC,['TALC'],O.O=[Mg].O=[Mg].O=[Mg].O=[Si]=O.O=[Si]=O.O=[Si]=O.O=[Si]=O,CHEMBL3989756,success,379.26,,,,,,,,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:50.887648,,,1.0
CHEMBL_CHEMBL3989768,LEVORPHANOL TARTRATE,['LEVORPHANOL TARTRATE'],CN1CC[C@]23CCCC[C@H]2[C@H]1Cc1ccc(O)cc13.O.O.O=C(O)C(O)C(O)C(=O)O,CHEMBL3989768,success,443.49,3.08,1.0,2.0,0.0,23.47,1.0,19.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:50.887650,,,1.0
CHEMBL_CHEMBL3989777,TRIENTINE HYDROCHLORIDE,['TRIENTINE HYDROCHLORIDE'],Cl.Cl.NCCNCCNCCN,CHEMBL3989777,success,219.16,-1.92,4.0,4.0,7.0,76.10,0.0,10.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:50.887653,,,1.0
CHEMBL_CHEMBL3989786,THIOPROPAZATE HYDROCHLORIDE,['THIOPROPAZATE HYDROCHLORIDE'],CC(=O)OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1.Cl.Cl,CHEMBL3989786,success,518.94,4.51,0.0,6.0,7.0,36.02,2.0,30.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:50.887656,,,1.0
CHEMBL_CHEMBL3989798,FORMOTEROL FUMARATE,['FORMOTEROL FUMARATE'],COc1ccc(CC(C)NCC(O)c2ccc(O)c(NC=O)c2)cc1.COc1ccc(CC(C)NCC(O)c2ccc(O)c(NC=O)c2)cc1.O.O.O=C(O)/C=C/C(=O)O,CHEMBL3989798,success,840.92,2.22,4.0,5.0,9.0,90.82,2.0,25.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:50.887658,,,1.0
CHEMBL_CHEMBL3989803,DIPYRONE,['DIPYRONE'],Cc1c(N(C)CS(=O)(=O)[O-])c(=O)n(-c2ccccc2)n1C.O.[Na+],CHEMBL3989803,success,351.36,0.77,1.0,6.0,4.0,84.54,2.0,21.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:50.887661,,,1.0
CHEMBL_CHEMBL3989806,IODIPAMIDE MEGLUMINE,['IODIPAMIDE MEGLUMINE'],CNC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.CNC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.O=C(CCCCC(=O)Nc1c(I)cc(I)c(C(=O)O)c1I)Nc1c(I)cc(I)c(C(=O)O)c1I,CHEMBL3989806,success,1530.19,,,,,,,,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:50.887664,,,1.0
CHEMBL_CHEMBL3989820,ZOLPIDEM TARTRATE,['ZOLPIDEM TARTRATE'],Cc1ccc(-c2nc3ccc(C)cn3c2CC(=O)N(C)C)cc1.Cc1ccc(-c2nc3ccc(C)cn3c2CC(=O)N(C)C)cc1.O=C(O)C(O)C(O)C(=O)O,CHEMBL3989820,success,764.88,3.25,0.0,3.0,3.0,37.61,3.0,23.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:50.887667,,,1.0
CHEMBL_CHEMBL3989821,TUBOCURARINE CHLORIDE,['TUBOCURARINE CHLORIDE'],COc1cc2c3cc1Oc1cc(ccc1O)C[C@@H]1c4c(cc(OC)c(O)c4Oc4ccc(cc4)C[C@@H]3N(C)CC2)CC[N+]1(C)C.Cl.O.O.O.O.O.[Cl-],CHEMBL3989821,success,771.73,6.70,2.0,7.0,2.0,80.62,4.0,45.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:50.887669,,,1.0
CHEMBL_CHEMBL3989822,POTASSIUM CITRATE,['POTASSIUM CITRATE'],O.O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[K+].[K+].[K+],CHEMBL3989822,success,324.41,,,,,,,,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:50.887672,,,1.0
CHEMBL_CHEMBL3989824,THIOTHIXENE HYDROCHLORIDE,['THIOTHIXENE HYDROCHLORIDE'],CN1CCN(CC/C=C2/c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1.Cl.Cl.O.O,CHEMBL3989824,success,552.59,3.47,0.0,5.0,5.0,43.86,2.0,30.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:50.887675,,,1.0
CHEMBL_CHEMBL3989826,OXYCODONE TEREPHTHALATE,['OXYCODONE TEREPHTHALATE'],COc1ccc2c3c1O[C@H]1C(=O)CC[C@@]4(O)[C@@H](C2)N(C)CC[C@]314.COc1ccc2c3c1O[C@H]1C(=O)CC[C@@]4(O)[C@@H](C2)N(C)CC[C@]314.O=C(O)c1ccc(C(=O)O)cc1,CHEMBL3989826,success,796.87,1.05,1.0,5.0,1.0,59.00,1.0,23.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:50.887678,,,1.0
CHEMBL_CHEMBL3989829,NETILMICIN SULFATE,['NETILMICIN SULFATE'],CCN[C@@H]1C[C@H](N)[C@@H](O[C@H]2OC(CN)=CC[C@H]2N)[C@H](O)[C@H]1O[C@H]1OC[C@](C)(O)[C@H](NC)[C@H]1O.CCN[C@@H]1C[C@H](N)[C@@H](O[C@H]2OC(CN)=CC[C@H]2N)[C@H](O)[C@H]1O[C@H]1OC[C@](C)(O)[C@H](NC)[C@H]1O.O=S(=O)(O)O.O=S(=O)(O)O.O=S(=O)(O)O.O=S(=O)(O)O.O=S(=O)(O)O,CHEMBL3989829,success,1441.57,-3.20,8.0,12.0,8.0,199.73,0.0,33.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:50.887681,,,1.0
CHEMBL_CHEMBL3989830,SIBUTRAMINE HYDROCHLORIDE,['SIBUTRAMINE HYDROCHLORIDE'],CC(C)CC(N(C)C)C1(c2ccc(Cl)cc2)CCC1.Cl.O,CHEMBL3989830,success,334.33,4.74,0.0,1.0,5.0,3.24,1.0,19.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:50.887683,,,1.0
CHEMBL_CHEMBL3989833,ZIPRASIDONE MESYLATE,['ZIPRASIDONE MESYLATE'],CS(=O)(=O)O.O.O.O.O=C1Cc2cc(CCN3CCN(c4nsc5ccccc45)CC3)c(Cl)cc2N1,CHEMBL3989833,success,563.10,3.81,1.0,5.0,4.0,48.47,3.0,28.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:50.887686,,,1.0
CHEMBL_CHEMBL3989843,TRANYLCYPROMINE,['TRANYLCYPROMINE'],N[C@@H]1C[C@H]1c1ccccc1.N[C@H]1C[C@@H]1c1ccccc1,CHEMBL3989843,success,266.39,,,,,,,,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:50.887689,,,1.0
CHEMBL_CHEMBL3989844,DEXTROAMPHETAMINE SACCHARATE,['DEXTROAMPHETAMINE SACCHARATE'],C[C@H](N)Cc1ccccc1.O=C(O)[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C(=O)O,CHEMBL3989844,success,345.35,1.58,1.0,1.0,2.0,26.02,1.0,10.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:50.887691,,,1.0
CHEMBL_CHEMBL3989845,IMIPRAMINE PAMOATE,['IMIPRAMINE PAMOATE'],CN(C)CCCN1c2ccccc2CCc2ccccc21.CN(C)CCCN1c2ccccc2CCc2ccccc21.O=C(O)c1cc2ccccc2c(Cc2c(O)c(C(=O)O)cc3ccccc23)c1O,CHEMBL3989845,success,949.21,3.88,0.0,2.0,4.0,6.48,2.0,21.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:50.887694,,,1.0
CHEMBL_CHEMBL3989850,ECAMSULE,['ECAMSULE'],CC1(C)C2CCC1(CS(=O)(=O)O)C(=O)C2=Cc1ccc(C=C2C(=O)C3(CS(=O)(=O)O)CCC2C3(C)C)cc1,CHEMBL3989850,success,562.71,4.24,2.0,6.0,6.0,142.88,1.0,38.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:50.887697,,,1.0
CHEMBL_CHEMBL3989855,PSEUDOEPHEDRINE SULFATE,['PSEUDOEPHEDRINE SULFATE'],CN[C@@H](C)[C@@H](O)c1ccccc1.CN[C@@H](C)[C@@H](O)c1ccccc1.O=S(=O)(O)O,CHEMBL3989855,success,428.55,1.33,2.0,2.0,3.0,32.26,1.0,12.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:50.887700,,,1.0
CHEMBL_CHEMBL3989856,SODIUM SULFATE,['SODIUM SULFATE'],O.O.O.O.O.O.O.O.O.O.O=S(=O)([O-])[O-].[Na+].[Na+],CHEMBL3989856,success,322.19,,,,,,,,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:50.887703,,,1.0
CHEMBL_CHEMBL3989857,MAGNESIUM SULFATE,['MAGNESIUM SULFATE'],O.O.O.O.O.O.O.O=S(=O)([O-])[O-].[Mg+2],CHEMBL3989857,success,246.47,,,,,,,,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:50.887706,,,1.0
CHEMBL_CHEMBL3989858,MAGNESIUM ACETATE TETRAHYDRATE,['MAGNESIUM ACETATE TETRAHYDRATE'],CC(=O)[O-].CC(=O)[O-].O.O.O.O.[Mg+2],CHEMBL3989858,success,214.45,,,,,,,,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:50.887709,,,1.0
CHEMBL_CHEMBL3989859,TOCOPHEROL ACETATE,['TOCOPHEROL ACETATE'],CC(=O)Oc1c(C)c(C)c2c(c1C)CCC(C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)O2,CHEMBL3989859,success,472.75,9.06,0.0,3.0,13.0,35.53,1.0,34.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:50.887712,,,1.0
CHEMBL_CHEMBL3989861,DESVENLAFAXINE FUMARATE,['DESVENLAFAXINE FUMARATE'],CN(C)CC(c1ccc(O)cc1)C1(O)CCCCC1.O.O=C(O)/C=C/C(=O)O,CHEMBL3989861,success,397.47,2.73,2.0,3.0,4.0,43.70,1.0,19.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:50.887715,,,1.0
CHEMBL_CHEMBL3989866,BICTEGRAVIR,['BICTEGRAVIR'],O=C(NCc1c(F)cc(F)cc1F)c1cn2c(c(O)c1=O)C(=O)N1[C@H]3CC[C@H](C3)O[C@@H]1C2,CHEMBL3989866,success,449.39,1.63,2.0,6.0,3.0,100.87,2.0,32.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:50.887717,,,1.0
CHEMBL_CHEMBL3989867,BICTEGRAVIR SODIUM,['BICTEGRAVIR SODIUM'],O=C(NCc1c(F)cc(F)cc1F)c1cn2c(c([O-])c1=O)C(=O)N1[C@H]3CC[C@H](C3)O[C@@H]1C2.[Na+],CHEMBL3989867,success,471.37,1.63,2.0,6.0,3.0,100.87,2.0,32.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:50.887720,,,1.0
CHEMBL_CHEMBL3989868,TUCATINIB,['TUCATINIB'],Cc1cc(Nc2ncnc3ccc(NC4=NC(C)(C)CO4)cc23)ccc1Oc1ccn2ncnc2c1,CHEMBL3989868,success,480.53,5.09,2.0,10.0,5.0,110.85,5.0,36.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:50.887723,,,1.0
