canonical_smiles,primary_drug,approved,approval_status,max_clinical_phase
Nc1ncc(Cc2ccc(OCc3ccccc3)cc2)c(N)n1,ChEMBL_CHEMBL56146,0,Preclinical,0.0
Clc1ccc2/c(=N/C34CC5CC(CC(C5)C3)C4)ccn(Cc3ccccc3)c2c1,ChEMBL_CHEMBL56151,0,Preclinical,0.0
CC(C)C[C@H](N)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,ChEMBL_CHEMBL56154,0,Preclinical,0.0
O=C(CCCCCCNC(=O)c1cc2ccccc2[nH]1)NO,ChEMBL_CHEMBL56157,0,Preclinical,0.0
O=C(c1ccc(OCCN2CCCCC2)cc1)N1c2ccc(O)cc2CCC1c1ccc(O)cc1,ChEMBL_CHEMBL56166,0,Preclinical,0.0
CCc1nc(N)nc(N)c1-c1ccc(N(C)Cc2ccccc2)c([N+](=O)[O-])c1,ChEMBL_CHEMBL56170,0,Preclinical,0.0
CCCCN(C)C(=O)[C@H](CC1CCCCC1)NC(=O)[C@H](CC(C)C)NC(=O)Cc1cccc(OC)c1,ChEMBL_CHEMBL56177,0,Preclinical,0.0
NCCCCCOC[C@H]1O[C@@H](OCCc2c[nH]c3ccccc23)[C@H](OCc2ccccc2)[C@@H](OCc2ccccc2)[C@@H]1OCc1c[nH]cn1,ChEMBL_CHEMBL56181,0,Preclinical,0.0
CCN(CC)CCCCNc1ncc2cc(-c3c(Cl)cccc3Cl)c(/N=C(\S)NCCCN3CCOCC3)nc2n1,ChEMBL_CHEMBL56184,0,Preclinical,0.0
CCCCCN(CCO)C(=O)[C@H](CCC(=O)O)NC(=O)[C@H](Cc1ccc(OP(=O)(O)O)cc1)NC(C)=O,ChEMBL_CHEMBL56187,0,Preclinical,0.0
CN1CCN(c2nc(-c3ccco3)cc(-c3cccs3)n2)CC1,ChEMBL_CHEMBL56197,0,Preclinical,0.0
COC1=CC(=O)C[C@@H](C)[C@]12Oc1c(Cl)c(OC)cc(OC)c1C2=O,GRISEOFULVIN,1,Approved,4.0
CCCCCN(CCCCC)C(=O)[C@H](CCC(=O)O)NC(=O)[C@H](Cc1ccc(OP(=O)(O)O)cc1)NC(=O)Nc1ccc([N+](=O)[O-])cc1,ChEMBL_CHEMBL56204,0,Preclinical,0.0
CC1(C)CCC2(C(=O)O)CC[C@]3(C)[C@H](C(=O)C[C@@H]4[C@@]5(C)CCC(=O)C(C)(C)[C@@H]5CC[C@]43C)C2C1,ChEMBL_CHEMBL56227,0,Preclinical,0.0
CN(C)CCCc1c(/C=C2\C(=O)Nc3ccc(S(N)(=O)=O)cc32)[nH]c2c1CCCC2,ChEMBL_CHEMBL56230,0,Preclinical,0.0
O=[N+]([O-])c1ccc(/C(=N/c2ccccc2)Nc2ccccc2)cc1,ChEMBL_CHEMBL56231,0,Preclinical,0.0
C=CC[C@@H](CC/C(C)=C/C=C/CCCO)OC,ChEMBL_CHEMBL56241,0,Preclinical,0.0
COCC1=C(C(=O)OC)[C@H](c2ccc(F)c(F)c2)N(C(=O)N[C@H]2CC[C@H](N3CCC(c4ccccn4)CC3)C2)C(=O)N1,ChEMBL_CHEMBL56248,0,Preclinical,0.0
CC(C)CCCC(C)/N=c1\ccn(Cc2ccccc2)c2cc(Cl)ccc12,ChEMBL_CHEMBL56261,0,Preclinical,0.0
COc1cc(C(=O)NC(=O)C2CCCN(Cc3ccc(CN4CCCC(C(=O)NC(=O)c5cc(OC)c(OC)c(OC)c5)C4)cc3)C2)cc(OC)c1OC,ChEMBL_CHEMBL56269,0,Preclinical,0.0
CCOC(=O)c1c(NC(=O)N2CCNCC2)sc2c1CCN(C(C)=O)C2,ChEMBL_CHEMBL56271,0,Preclinical,0.0
C[C@@H]1OC(=O)[C@@H]2C[C@@H]3CCCC[C@@H]3[C@@H](/C=C\[C@H]3CCC[C@H](C)N3C)[C@H]12,ChEMBL_CHEMBL56275,0,Preclinical,0.0
Cc1cc(/C=C/c2ccccc2OCc2ccccc2)cc(C)c1O,ChEMBL_CHEMBL56283,0,Preclinical,0.0
O=C(Nc1ccc2ncoc2c1)Nc1ccnc2ccccc12,ChEMBL_CHEMBL56285,0,Preclinical,0.0
O=c1[nH]c(=O)n([C@@H]2C[C@H](CO)[C@H](O)C2)cc1/C=C\Br,ChEMBL_CHEMBL56297,0,Preclinical,0.0
CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1,FLURBIPROFEN,1,Approved,4.0
O=C(O)c1ccc(C(=O)Nc2ccc3c(/C=C/c4cccc(C(F)(F)F)c4)cccc3c2)cc1,ChEMBL_CHEMBL56307,0,Preclinical,0.0
CCS(=O)(=O)O.CCc1nc(N)nc(N)c1-c1ccc(Cl)c(/N=N/N(C)C)c1,ChEMBL_CHEMBL56311,0,Preclinical,0.0
CCOC(=O)C(Cc1ccccc1)NC(=O)/C(C#N)=C/c1ccc(O)c(O)c1,ChEMBL_CHEMBL56319,0,Preclinical,0.0
Cc1cc(Cl)cc(Sc2cccc(N)c2C#N)c1,ChEMBL_CHEMBL56324,0,Preclinical,0.0
Cc1cc(N2CCOCC2)nc2cc(Cc3cnc(N)nc3N)ccc12,ChEMBL_CHEMBL56325,0,Preclinical,0.0
CCOC(=O)CCn1c(=O)c(C)cn(C2CC(N=[N+]=[N-])C(CO)O2)c1=O,ChEMBL_CHEMBL56328,0,Preclinical,0.0
CCN1CCN(C2=Nc3ccccc3/C(=C/C#N)c3ccccc32)CC1,ChEMBL_CHEMBL56341,0,Preclinical,0.0
COc1ccc2oc(C(=O)NCCCCCCC(=O)NO)cc2c1,ChEMBL_CHEMBL56344,0,Preclinical,0.0
O=c1cc(Cc2ccc(O)cc2)oc2ccc(O)cc12,ChEMBL_CHEMBL56345,0,Preclinical,0.0
CC(=O)Nc1ccc2c(c1)[C@@]1(C)CCN(CC3CC3)C(C2)[C@@H]1C,ChEMBL_CHEMBL56357,0,Preclinical,0.0
O=C(O)c1ccc(CNc2ccc3c(/C=C/c4cccc(C(F)(F)F)c4)cccc3c2)cc1,ChEMBL_CHEMBL56361,0,Preclinical,0.0
O=c1cc(-c2ccccc2F)oc2ccc(Cl)cc12,ChEMBL_CHEMBL56398,0,Preclinical,0.0
CCCn1c(=O)c2nc(-c3ccc(OCC(=O)NCCNC(=O)Cc4cccs4)cc3)[nH]c2n(CCC)c1=O,ChEMBL_CHEMBL56399,0,Preclinical,0.0
CN(C)CCCN1c2ccccc2Sc2ccccc21,PROMAZINE,1,Approved,4.0
O=C(Nc1ccc(OCc2ccccn2)nc1)N1CCc2ccc(C(F)(F)F)cc21,ChEMBL_CHEMBL56405,0,Preclinical,0.0
CO[C@H]1C[C@H](O[C@H]2[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@H](N(C)C)[C@H]3OC(C)=O)[C@@H](C)C[C@@]3(CO3)C(=O)[C@H](C)[C@@H](OC(C)=O)[C@@H](C)[C@@H](C)OC(=O)[C@@H]2C)O[C@@H](C)[C@@H]1OC(C)=O,TROLEANDOMYCIN,1,Approved,4.0
COc1cccc(C(=O)NC2(C(=O)c3cc(C)cc(C)c3)CCOCC2)c1C,ChEMBL_CHEMBL56411,0,Preclinical,0.0
CCCCNC1CCc2c(O)cccc2C1,ChEMBL_CHEMBL56413,0,Preclinical,0.0
COc1ccc2c(=O)n3cc(C(=O)NCCCCc4cccnc4)ccc3nc2c1,ChEMBL_CHEMBL56418,0,Preclinical,0.0
O=C1Nc2ccc([N+](=O)[O-])cc2C1(c1ccccc1)c1ccccc1,ChEMBL_CHEMBL56425,0,Preclinical,0.0
Cc1cc(C)cc(COC[C@H](C(c2ccccc2)c2ccccc2)N(C)C)c1,ChEMBL_CHEMBL56427,0,Preclinical,0.0
COc1ccccc1CN1C(=O)C(=O)N(CC(=O)O)C1=O,ChEMBL_CHEMBL56433,0,Preclinical,0.0
CCOC(=O)c1c(NC(=O)N2CCN(C)CC2)sc2c1CCN(C(C)=O)C2,ChEMBL_CHEMBL56441,0,Preclinical,0.0
CC1(C)Oc2ccc(C#N)cc2[C@H](NCc2ccccc2)[C@H]1O,ChEMBL_CHEMBL56444,0,Preclinical,0.0
COc1ccc(CCNC(=O)/C(C#N)=C/c2ccc(O)c(O)c2)cc1OC,ChEMBL_CHEMBL56455,0,Preclinical,0.0
CCc1nc(N)nc(N)c1-c1ccc(Cl)c(/N=N/N(CC)CCO)c1,ChEMBL_CHEMBL56456,0,Preclinical,0.0
FC(F)(F)c1cc(C2OC2[C@@H]2OCCN[C@@H]2c2ccccc2)cc(C(F)(F)F)c1,ChEMBL_CHEMBL56458,0,Preclinical,0.0
Cc1cc(/C=C/c2ccccc2Br)cc(C)c1O,ChEMBL_CHEMBL56460,0,Preclinical,0.0
Cc1cccc(/C=C/c2cc(C)c(O)c(C)c2)c1,ChEMBL_CHEMBL56461,0,Preclinical,0.0
CCN(CC)CC(=O)NC1c2ccccc2CCc2ccccc21,ChEMBL_CHEMBL56467,0,Preclinical,0.0
CC(C)C(NC(=O)C1CCCN1C(=O)[C@@H](NC(=O)c1ccc2ccccc2c1)C(C)C)C(=O)C(F)(F)F,ChEMBL_CHEMBL56469,0,Preclinical,0.0
Oc1ccc(I)cc1,ChEMBL_CHEMBL56475,0,Preclinical,0.0
CC(C)NCC(O)COc1ccc2c(=O)c(Cc3ccccc3)c(-c3ccccc3)oc2c1,ChEMBL_CHEMBL56480,0,Preclinical,0.0
CC(CCCN1CCCCC1)Nc1c2ccccc2nc2ccccc12,ChEMBL_CHEMBL56482,0,Preclinical,0.0
CCCCC(C)NC(=O)C(NC(C)=O)[C@H]1CC(C(=O)O)C[C@@H]1N=C(N)N,ChEMBL_CHEMBL56485,0,Preclinical,0.0
C=C(c1ccc(Cl)cc1)C1(C)COC2(CCCC2)OO1,ChEMBL_CHEMBL56486,0,Preclinical,0.0
O=C(CN(Cc1ccc([N+](=O)[O-])cc1)S(=O)(=O)c1cccc(NC(=O)NS(=O)(=O)c2ccccc2)c1)NO,ChEMBL_CHEMBL56498,0,Preclinical,0.0
CCOC(=O)C(C)(C)Oc1ccc(Cl)cc1,CLOFIBRATE,1,Approved,4.0
CC[C@@]1(OC(=O)COC(=O)CC[C@H](N)C(=O)O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3ccccc3nc2-1,ChEMBL_CHEMBL56513,0,Preclinical,0.0
C[n+]1cc(Cl)c(C(=O)Nc2ccc(C[C@H](NC(=O)[C@]3(C)CCCN3S(=O)(=O)c3cc(Cl)cc(Cl)c3)C(=O)O)cc2)c(Cl)c1,ChEMBL_CHEMBL56520,0,Preclinical,0.0
CCCc1ncc(/C=C(\Cc2cccs2)C(=O)O)n1Cc1ccc(C(=O)O)cc1,ChEMBL_CHEMBL56522,0,Preclinical,0.0
C=C(c1ccc(Cl)cc1)C1COC2(CCCC2)OO1,ChEMBL_CHEMBL56537,0,Preclinical,0.0
CCc1ccc(/C=C/c2cc(C)c(O)c(C)c2)cc1,ChEMBL_CHEMBL56551,0,Preclinical,0.0
CCN(CC)CC(=O)NC1c2ccccc2-c2ccccc21,ChEMBL_CHEMBL56553,0,Preclinical,0.0
O=P(O)(O)C(O)(Cc1ccccc1)P(=O)(O)O,ChEMBL_CHEMBL56556,0,Preclinical,0.0
COc1ccc(NC(=O)Nc2ccnc3ccccc23)cc1Cl,ChEMBL_CHEMBL56557,0,Preclinical,0.0
CC(C)N1C(=O)c2ccccc2Oc2ccccc21,ChEMBL_CHEMBL56567,0,Preclinical,0.0
C[Si]1(C)CN(CCN2CCC(Cc3c[nH]c4ccc(F)cc34)CC2)C(=O)c2ccccc21,ChEMBL_CHEMBL56571,0,Preclinical,0.0
Cc1ccc(C)c(/C=C/c2cc(C)c(O)c(C)c2)c1,ChEMBL_CHEMBL56576,0,Preclinical,0.0
CC(=O)O[C@H]1CC[C@@]2(C)C(CC[C@]3(C)C2C(=O)C=C2[C@@H]4CC(C)(C)CC[C@]4(C(=O)O)CC[C@]23C)C1(C)C,ChEMBL_CHEMBL56578,0,Preclinical,0.0
Cc1cc(NC(=O)c2cc(Cl)cc(Cl)c2O)c(Cl)cc1C(C#N)c1ccc(Cl)cc1,ChEMBL_CHEMBL56579,0,Preclinical,0.0
CN1C(=S)CC[C@]2(C)c3ccc(Cl)cc3CC[C@@H]12,ChEMBL_CHEMBL56581,0,Preclinical,0.0
Cc1cc2nc3ccc(C(=O)NCCCCc4cccnc4)cn3c(=O)c2cc1C,ChEMBL_CHEMBL56588,0,Preclinical,0.0
CCN(CC)C(=O)C1CCCN(Cc2ccc(-c3ccc(CN4CCCC(C(=O)N(CC)CC)C4)cc3C)c(C)c2)C1,ChEMBL_CHEMBL56595,0,Preclinical,0.0
O=c1cc[nH]c(=O)[nH]1,URACIL,1,Phase III,3.0
O=[N+]([O-])c1ccc2c(c1)C1CNC(C2)c2ccccc21,ChEMBL_CHEMBL56606,0,Preclinical,0.0
CC1OC(OCCCCCCNC(=O)[C@H](CCCN)NC(=O)[C@@H](C)N)C(O)C(O)C1O,ChEMBL_CHEMBL56612,0,Preclinical,0.0
CCCCCN(CCCCC)C(=O)[C@H](CCC(=O)O)NC(=O)[C@H](Cc1ccc(OP(=O)(O)O)cc1)NC(=O)Nc1ccc(OC)cc1,ChEMBL_CHEMBL56613,0,Preclinical,0.0
COC1CC(C)CC(C)[C@@H](O)[C@@H](C)CC(C)CCCC(OC)[C@@H]([C@@H](C)[C@@H](O)[C@H](C)[C@@]2(OC)C[C@@H](C(=O)Oc3ccccc3)[C@H](C)[C@@H](C(C)C)O2)OC1=O,ChEMBL_CHEMBL56614,0,Preclinical,0.0
Cc1cc(C)c2c(n1)Oc1ccccc1C(=O)N2C,ChEMBL_CHEMBL56616,0,Preclinical,0.0
CCOC(=O)c1c(NC(=O)CC(C)C)sc2c1CCN(C(C)=O)C2,ChEMBL_CHEMBL56622,0,Preclinical,0.0
CCOC(=O)CC(C)N1CCN(c2ccccn2)CC1,ChEMBL_CHEMBL56624,0,Preclinical,0.0
Cc1ccc2c(c1)Oc1ccc(C#N)cc1C(=O)N2C,ChEMBL_CHEMBL56628,0,Preclinical,0.0
CC[C@H]1[C@@H](O)[C@@H]2[C@H](CC[C@]3(C)[C@@H]([C@H](C)CCC(=O)O)CC[C@@H]23)[C@@]2(C)CC[C@@H](O)C[C@@H]12,OBETICHOLIC ACID,1,Approved,4.0
O=S(=O)(Nc1ccc2c(/C=C/c3ccc(Cl)cc3)cccc2c1)C(F)(F)F,ChEMBL_CHEMBL56633,0,Preclinical,0.0
CN(Cc1ccnc(Sc2ccccc2)c1)c1ccc2c3c(cccc13)C(N)=N2,ChEMBL_CHEMBL56637,0,Preclinical,0.0
Oc1nc2ccccc2n1CCCN1CCC(Cc2ccccc2)CC1,ChEMBL_CHEMBL56643,0,Preclinical,0.0
CNS(=O)(=O)c1ccc2c(c1)/C(=C/c1[nH]c(C)c(C)c1CCCN(C)C)C(=O)N2,ChEMBL_CHEMBL56645,0,Preclinical,0.0
CO[C@H]1O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]([C@H]1C)[C@@]24OO3,ARTEMETHER,1,Approved,4.0
CCCCN(c1nc2ccccc2[nH]1)C1CCN(CCc2ccccc2)CC1,ChEMBL_CHEMBL56657,0,Preclinical,0.0
CCCCCCCC(=O)N[C@@H]([C@@H]1OC(C(=O)O)=C[C@H](N=C(N)N)[C@H]1NC(C)=O)[C@H](O)CO.O=C(O)C(F)(F)F,ChEMBL_CHEMBL56658,0,Preclinical,0.0
CCn1c(NC2CCN(CCCC(=O)c3ccc(F)cc3)CC2)nc2ccccc21,ChEMBL_CHEMBL56659,0,Preclinical,0.0
Fc1ccc(Cn2c(NC3CCN(CCNCc4ccccc4)CC3)nc3ccccc32)cc1,ChEMBL_CHEMBL56661,0,Preclinical,0.0
Nc1nc2cc3c(cc2[nH]1)N(Cc1ccc(S(=O)(=O)N2CCNCC2)cc1)CCC3,ChEMBL_CHEMBL56662,0,Preclinical,0.0
CCCCCN(CCCCC)C(=O)[C@H](CCC(=O)O)NC(=O)[C@H](Cc1ccc(OP(=O)(O)O)cc1)NC(=O)Nc1ccc(N)cc1,ChEMBL_CHEMBL56670,0,Preclinical,0.0
CCCn1c(=O)c2nc(C3CCCC(N)C3)[nH]c2n(CCC)c1=O,ChEMBL_CHEMBL56673,0,Preclinical,0.0
N#CC(C#N)=Cc1ccc(S(=O)(=O)[O-])o1.[Na+],ChEMBL_CHEMBL56674,0,Preclinical,0.0
CNc1ccc(/C=C/c2ccc(OCCOCCOCC[18F])cc2)cc1,FLORBETABEN F18,1,Approved,4.0
Fc1ccc(C2CC3CCC2N3)cn1,ChEMBL_CHEMBL56682,0,Preclinical,0.0
CC[C@@]1(OC(=O)CCC(NC(=O)CC[C@H](N)C(=O)O)C(=O)O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3ccccc3nc2-1,ChEMBL_CHEMBL56683,0,Preclinical,0.0
CCCCc1ncc(/C=C(\Cc2cccs2)C(=O)O)n1Cc1ccc(-c2ccccc2C(=O)O)cc1,ChEMBL_CHEMBL56690,0,Preclinical,0.0
CNC(=O)NCCNC(=O)C1OC(n2cc(C)c(=O)[nH]c2=O)CC1O,ChEMBL_CHEMBL56692,0,Preclinical,0.0
CC1(Cc2ccccc2)CCNC1=O,ChEMBL_CHEMBL56694,0,Preclinical,0.0
Oc1nc2ccccc2n1CCCCN1CCC(Cc2ccccc2)CC1,ChEMBL_CHEMBL56702,0,Preclinical,0.0
CC(C)CC(NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C)C(O)CC(=O)N[C@@H](CC(C)C)C(=O)NCc1cc[n+]([O-])cc1,ChEMBL_CHEMBL56703,0,Preclinical,0.0
CCc1nc(N)nc(N)c1-c1ccc(Cl)c(/N=N/N(C)CCO)c1,ChEMBL_CHEMBL56709,0,Preclinical,0.0
COC(=O)c1ccc(C(=O)N[C@H](C(=O)N2CCCC2C(=O)NC(C(=O)C(F)(F)F)C(C)C)C(C)C)cc1,ChEMBL_CHEMBL56713,0,Preclinical,0.0
CN(C)c1cc(O)nc(N)n1,ChEMBL_CHEMBL56723,0,Preclinical,0.0
CC1OC(OCCCCCCNC(=O)CNC(=O)[C@@H](C)N)C(O)C(O)C1O,ChEMBL_CHEMBL56724,0,Preclinical,0.0
CC(N)C(=O)N[C@@H](Cc1ccccc1)B(O)O,ChEMBL_CHEMBL56732,0,Preclinical,0.0
CO/C1=C\C(C)=C\[C@@H](C)[C@@H](O)[C@@H](C)C/C(C)=C/C=C/[C@H](OC)[C@@H]([C@@H](C)[C@@H](O)[C@H](C)[C@@]2(O)C[C@@H](N3CCCCC3)[C@H](C)[C@@H](C(C)C)O2)OC1=O,ChEMBL_CHEMBL56733,0,Preclinical,0.0
N#CC(C#N)=CN1CCN(C=C(C#N)C#N)CC1,ChEMBL_CHEMBL56737,0,Preclinical,0.0
CC(C)c1ccc2nc3ccc(C(=O)NCCCCc4ccccn4)cn3c(=O)c2c1,ChEMBL_CHEMBL56742,0,Preclinical,0.0
COc1ccc(/C(=N/c2ccccc2)Nc2ccccc2)cc1,ChEMBL_CHEMBL56756,0,Preclinical,0.0
COCCOc1ccc(Cc2cnc(N)nc2N)cc1OC,ChEMBL_CHEMBL56757,0,Preclinical,0.0
Cc1nc(N)nc(O)c1N1CCN(c2ccc([N+](=O)[O-])cc2)CC1,ChEMBL_CHEMBL56758,0,Preclinical,0.0
C[C@@H]1CC[C@H]2[C@@H](C)C(=O)O[C@@H]3O[C@]4(C)CC[C@@H]1[C@]32OO4,ARTEMISININ,1,Approved,4.0
C[C@@H](n1cnc2cc(N(C)C)ccc2c1=O)[C@](O)(Cn1cncn1)c1ccc(F)cc1F,ChEMBL_CHEMBL56765,0,Preclinical,0.0
CCN(CC)C(=S)SS(=O)(=O)c1ccccc1C(=O)O,ChEMBL_CHEMBL56766,0,Preclinical,0.0
CC(C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(=O)O)C(=O)COc1cc(C(F)(F)F)nn1-c1ccc(Cl)cc1,ChEMBL_CHEMBL56771,0,Preclinical,0.0
CCCCCCCCCCCCCCP(=O)(O)OCc1ccoc1,ChEMBL_CHEMBL56780,0,Preclinical,0.0
COc1ccc(NC(=O)Nc2ccnc3ccccc23)cc1,ChEMBL_CHEMBL56792,0,Preclinical,0.0
N#CC(C#N)=CN(CCO)CCO,ChEMBL_CHEMBL56793,0,Preclinical,0.0
Cc1cc2c(c(S(C)(=O)=O)c1)N(C)C(=O)c1cccnc1O2,ChEMBL_CHEMBL56794,0,Preclinical,0.0
c1cncc(C2CC3CCC2N3)c1,DESCHLOROEPIBATIDINE,0,Preclinical,0.0
COc1cccc(-c2nc(N)nc(O)c2I)c1OC,ChEMBL_CHEMBL56819,0,Preclinical,0.0
CCCOC(=O)Cc1cc(CN2CCCC2)c(O)c(CN2CCCC2)c1,ChEMBL_CHEMBL56825,0,Preclinical,0.0
N#Cc1ccc(Sc2cccc(N)c2C#N)cc1,ChEMBL_CHEMBL56841,0,Preclinical,0.0
COc1ccc(CCN2C3CC[C@@H]2[C@H](N(C(=O)c2ccc([N+](=O)[O-])cc2)c2ccc(OC)c(OC)c2)C3)cc1OC,ChEMBL_CHEMBL56848,0,Preclinical,0.0
O=C(O)c1ccc(CNc2ccc3c(/C=C/c4ccc5ccc(Cl)cc5n4)cccc3c2)cc1,ChEMBL_CHEMBL56849,0,Preclinical,0.0
CC(C)[C@H](NC(=O)c1ccc(C(=O)N2CCOCC2)cc1)C(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)C(F)(F)C(F)(F)F)C(C)C,ChEMBL_CHEMBL56852,0,Preclinical,0.0
O=C(C1CCCN(Cc2ccc(CN3CCCC(C(=O)N4CCOCC4)C3)cc2)C1)N1CCOCC1,ChEMBL_CHEMBL56864,0,Preclinical,0.0
COc1ccc(Sc2cccc(N)c2C#N)cc1,ChEMBL_CHEMBL56870,0,Preclinical,0.0
O=c1cc(Cc2ccc(O)c(O)c2)oc2cc(O)ccc12,ChEMBL_CHEMBL56890,0,Preclinical,0.0
Cc1ccc(-c2cc(CN(Cc3ccccc3)C(CO)C(N)=O)no2)cc1,ChEMBL_CHEMBL56894,0,Preclinical,0.0
O=[N+]([O-])c1ccccc1Sc1ccccc1[N+](=O)[O-],ChEMBL_CHEMBL56895,0,Preclinical,0.0
CC/C(=C(/c1ccc(OC(C)=O)cc1)c1cccc(OC(C)=O)c1)c1ccccc1,ChEMBL_CHEMBL56896,0,Preclinical,0.0
c1ccc(Cn2c(N3CCNCC3)nc3ccccc32)cc1,LERISETRON,1,Phase III,3.0
CN1CC(c2ccc(/N=N/c3ccccc3)cc2)CCC1=O,ChEMBL_CHEMBL56908,0,Preclinical,0.0
Cc1ccc(-c2cc(=O)c3ccc(OCC(O)CNC(C)C)cc3o2)cc1,ChEMBL_CHEMBL56910,0,Preclinical,0.0
O=C1CN=C(c2ccc(Cl)cc2)c2cc(Cl)ccc2N1CCN=C=S,ChEMBL_CHEMBL56916,0,Preclinical,0.0
CN(C)c1ccc(NC(=O)Nc2ccnc3ccccc23)cc1Cl,ChEMBL_CHEMBL56924,0,Preclinical,0.0
O=C(OCc1ccccc1)[C@@H]1CCC[C@H]2CCN(Cc3ccccc3)C(=O)N21,ChEMBL_CHEMBL56927,0,Preclinical,0.0
CC(C)c1ccc2nc3ccc(C(=O)NCCCCCc4cccnc4)cn3c(=O)c2c1,ChEMBL_CHEMBL56932,0,Preclinical,0.0
COc1c(-c2ccccc2)oc2cc(OCC(O)CNC(C)C)ccc2c1=O,ChEMBL_CHEMBL56938,0,Preclinical,0.0
COc1ncc(Cc2cn(CC(=O)N3CCN(c4ccc(Cl)c(Cl)c4)CC3)c(SCc3ccc(F)cc3)nc2=O)cn1,ChEMBL_CHEMBL56954,0,Preclinical,0.0
CCN(CCC1CCN(Cc2ccccc2)CC1)C(=O)c1ccc(S(=O)(=O)Cc2ccccc2)cc1,ChEMBL_CHEMBL56960,0,Preclinical,0.0
CCC(CC)OC(=O)C1(C(=O)O)Oc2ccc(C[C@@H](C)NC[C@H](O)c3cccc(Cl)c3)cc2O1,ChEMBL_CHEMBL56963,0,Preclinical,0.0
COc1cc2c(cc1O)NC(=O)C2=C(C#N)C#N,ChEMBL_CHEMBL56964,0,Preclinical,0.0
CN1[C@@H]2C[C@@H](OC(=O)[C@H](CO)c3ccccc3)C[C@H]1[C@@H]1O[C@@H]12,SCOPOLAMINE,1,Approved,4.0
C[C@H](Cc1ccc2c(c1)OC(C(=O)OCCOCc1ccccc1)(C(=O)OCCOCc1ccccc1)O2)NC[C@H](O)c1cccc(Cl)c1,ChEMBL_CHEMBL56972,0,Preclinical,0.0
C[C@H](Cc1ccc2c(c1)OC(C(=O)OCCOc1ccccc1)(C(=O)OCCOc1ccccc1)O2)NC[C@H](O)c1cccc(Cl)c1,ChEMBL_CHEMBL56975,0,Preclinical,0.0
CCC(Cc1coc2nc(N)cc(N)c12)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,ChEMBL_CHEMBL56977,0,Preclinical,0.0
COc1cc(N)c(Cl)cc1C(=O)NC1CC2CCC1CN2C,ChEMBL_CHEMBL56994,0,Preclinical,0.0
CC(C)CC(=O)O[C@@H](CO)COC(=O)C=C(C(C)C)C(C)C,ChEMBL_CHEMBL56997,0,Preclinical,0.0
Cc1ccnc2c1NC(=O)c1cccnc1N2C1CC1,NEVIRAPINE,1,Approved,4.0
CN(Cc1ccc(S(=O)(=O)N2CCNCC2)cc1)c1ccc2c3c(cccc13)C(=O)N2,ChEMBL_CHEMBL57002,0,Preclinical,0.0
C=CC[N+](C)(C)c1ccc(OC(C)=O)cc1.[Br-],ChEMBL_CHEMBL57003,0,Preclinical,0.0
CCN(CC)CC(=O)NC1CC(c2ccccc2)c2ccccc21,ChEMBL_CHEMBL57005,0,Preclinical,0.0
N#Cc1cccc([N+](=O)[O-])c1,ChEMBL_CHEMBL57012,0,Preclinical,0.0
Fc1ccc(Cn2c(NC3CCN(CCN(Cc4ccccc4)Cc4ccccc4)CC3)nc3ccccc32)cc1,ChEMBL_CHEMBL57017,0,Preclinical,0.0
CC(=O)NC(C(=O)N(C)CCc1ccccc1)[C@H]1CC(C(=O)O)C[C@@H]1N=C(N)N,ChEMBL_CHEMBL57021,0,Preclinical,0.0
COc1cccc2c1CCC(=O)N2CCCCN1CCN(c2cccc(Cl)c2)CC1,ChEMBL_CHEMBL57028,0,Preclinical,0.0
NC(=O)Nc1ccc(NC(=O)CCN2CCN(c3ccccn3)CC2)cc1,ChEMBL_CHEMBL57030,0,Preclinical,0.0
C[C@H](Cc1ccc2c(c1)OC(C(=O)OCCOC(C)(C)C)(C(=O)OCCOC(C)(C)C)O2)NC[C@H](O)c1cccc(Cl)c1,ChEMBL_CHEMBL57031,0,Preclinical,0.0
O=[N+]([O-])c1cc(-c2n[nH]c(-c3ccc(Cl)c(Cl)c3)n2)c(O)c([N+](=O)[O-])c1,ChEMBL_CHEMBL57037,0,Preclinical,0.0
CN1CCCc2ccccc21,ChEMBL_CHEMBL57038,0,Preclinical,0.0
O=C(CNCc1ccc(Cl)cc1)NC(Cc1c[nH]c2ccccc12)C(=O)NCCc1ccccc1,ChEMBL_CHEMBL57039,0,Preclinical,0.0
CCCCCCCCCCCCCCP(=O)(O)Oc1ccc2ccccc2c1,ChEMBL_CHEMBL57042,0,Preclinical,0.0
O=C(N/N=C/c1ccc(Cl)cc1)NC(Cc1c[nH]c2ccccc12)C(=O)NCCc1ccccc1,ChEMBL_CHEMBL57046,0,Preclinical,0.0
